"","playerid","pitcher_hand","pitch_type","spin_rate","ab_result","action_result","adj_h"
"1347",6586,"R","CU",3157.001,"\N","C",0
"1348",14344,"R","CU",3126.1201,"\N","S",0
"1349",14344,"R","CU",3096.678,"K","C",0
"1350",1828,"R","CU",3075.3059,"\N","F",0
"1351",13586,"L","CU",3085.103,"HB","B",0
"1352",13586,"L","CU",3017.6899,"\N","B",0
"1353",14344,"R","CU",3275.4199,"\N","C",0
"1354",3055,"R","CU",3083.876,"\N","B",0
"1355",14344,"R","CU",3130.0359,"\N","B",0
"1356",1828,"R","CU",3254.7461,"1B","X",0.85
"1357",3055,"R","CU",3067.2671,"K","S",0
"1358",13586,"L","CU",3182.3491,"O","X",0.59
"1359",3138,"R","CU",3202.468,"K","S",0
"1360",3138,"R","CU",3215.9109,"\N","C",0
"1361",14344,"R","CU",3044.978,"\N","B",0
"1362",14344,"R","CU",3246.1931,"\N","B",0
"1363",1030,"R","CU",3005.1499,"\N","B",0
"1364",3138,"R","CU",3068.145,"\N","B",0
"1365",3062,"R","KC",3043.634,"\N","B",0
"1366",1828,"R","CU",3012.178,"O","X",0
"1367",4847,"R","CU",3094.1841,"K","S",0
"1368",13586,"L","CU",3048.2661,"K","S",0
"1369",10045,"R","CU",3436.1641,"O","X",0.16
"1370",14344,"R","CU",3051.8401,"\N","B",0
"1371",3138,"R","CU",3193.9309,"\N","F",0
"1372",14344,"R","CU",3152.123,"\N","B",0
"1373",14344,"R","CU",3315.376,"\N","B",0
"1374",2295,"R","KC",3084.731,"\N","F",0
"1375",1828,"R","CU",3070.8311,"K","S",0
"1376",1828,"R","CU",3090.7119,"O","X",0.88
"1377",1030,"R","CU",3074.4641,"\N","B",0
"1378",3055,"R","CU",3007.8169,"1B","X",0.85
"1379",8288,"R","CU",3092.511,"\N","B",0
"1380",3229,"R","CU",3061.4829,"\N","S",0
"1381",14344,"R","CU",3270.821,"\N","B",0
"1382",14344,"R","CU",3073.1841,"K","S",0
"1383",2295,"R","KC",3030.4919,"K","S",0
"1384",3138,"R","CU",3055.5879,"\N","F",0
"1385",10045,"R","CU",3496.0139,"\N","B",0
"1386",13586,"L","CU",3024.9451,"\N","B",0
"1387",14344,"R","CU",3295.895,"2B","X",0.01
"1388",1828,"R","CU",3045.906,"BB","B",0
"1389",14344,"R","CU",3081.5969,"\N","B",0
"1390",14344,"R","CU",3102.2271,"O","X",0.02
"1391",14344,"R","CU",3095.6599,"\N","B",0
"1392",14344,"R","CU",3016.7471,"\N","B",0
"1393",14344,"R","CU",3143.2539,"1B","X",0.11
"1394",3138,"R","CU",3091.3301,"\N","F",0
"1395",4198,"R","CU",3058.386,"K","S",0
"1396",14344,"R","CU",3196.217,"\N","S",0
"1397",14344,"R","CU",3187.6589,"\N","B",0
"1398",15315,"R","CU",3103.124,"\N","F",0
"1399",14344,"R","CU",3301.9609,"\N","B",0
"1400",2732,"R","CU",3259.5039,"K","S",0
"1401",3138,"R","CU",3072.897,"\N","B",0
"1402",10045,"R","CU",3254.0859,"K","S",0
"1403",13586,"L","CU",3056.564,"\N","F",0
"1404",15315,"R","CU",3110.4819,"O","X",0.06
"1405",1868,"R","CU",3099.3669,"\N","B",0
"1406",14344,"R","CU",3338.5259,"O","X",0.5
"1407",2732,"R","CU",3247.01,"O","X",0.12
"1408",3138,"R","CU",3023.166,"\N","F",0
"1409",8447,"R","CU",3012.5049,"\N","B",0
"1410",14344,"R","CU",3337.0061,"O","X",0
"1411",16669,"R","CU",3164.5459,"\N","C",0
"1412",2295,"R","KC",3102.2041,"O","X",0.03
"1413",1828,"R","CU",3019.625,"O","X",0.46
"1414",1828,"R","CU",3025.21,"\N","B",0
"1415",14344,"R","CU",3084.7661,"\N","F",0
"1416",4198,"R","CU",3034.4719,"O","X",0.06
"1417",14344,"R","CU",3082.123,"K","F",0
"1418",14344,"R","CU",3007.5791,"\N","F",0
"1419",14344,"R","CU",3244.4231,"K","C",0
"1420",2295,"R","KC",3046.7871,"\N","B",0
"1421",15315,"R","CU",3019.748,"\N","B",0
"1422",14344,"R","CU",3062.312,"\N","F",0
"1423",14344,"R","CU",3161.644,"\N","B",0
"1424",10045,"R","CU",3421.3979,"\N","F",0
"1425",3138,"R","CU",3114.188,"\N","C",0
"1426",4198,"R","CU",3078.252,"\N","F",0
"1427",2295,"R","KC",3065.8391,"K","S",0
"1428",1802,"R","CU",3101.2781,"\N","B",0
"1429",3138,"R","CU",3197.5979,"\N","C",0
"1430",1868,"R","CU",3018.2881,"\N","B",0
"1431",14344,"R","CU",3106.2009,"K","S",0
"1432",2732,"R","CU",3297.1169,"\N","B",0
"1433",2732,"R","CU",3317.6101,"\N","B",0
"1434",10045,"R","CU",3332.5,"K","F",0
"1435",2732,"R","CU",3250.1641,"\N","C",0
"1436",10045,"R","CU",3422.2339,"\N","F",0
"1437",13586,"L","CU",3133.675,"\N","B",0
"1438",4444,"R","CU",3033.5259,"\N","B",0
"1439",14344,"R","CU",3144.032,"K","S",0
"1440",6222,"R","CU",3024.926,"\N","C",0
"1441",4847,"R","CU",3070.8579,"\N","B",0
"1442",13586,"L","CU",3070.9541,"O","X",0.19
"1443",15315,"R","CU",3152.4661,"3B","X",0.33
"1444",3055,"R","CU",3070.7739,"\N","B",0
"1445",10045,"R","CU",3264.741,"\N","F",0
"1446",2295,"R","KC",3051.2891,"\N","B",0
"1447",14344,"R","CU",3298.699,"\N","B",0
"1448",2295,"R","KC",3020.509,"\N","B",0
"1449",10045,"R","CU",3429.8,"K","S",0
"1450",4847,"R","CU",3002.5769,"\N","B",0
"1451",14344,"R","CU",3106.5759,"BB","B",0
"1452",14344,"R","CU",3099.512,"1B","X",0.96
"1453",14344,"R","CU",3151.1819,"\N","C",0
"1454",2732,"R","CU",3179.2939,"\N","B",0
"1455",4198,"R","CU",3198.7029,"K","S",0
"1456",4198,"R","CU",3010.0349,"\N","B",0
"1457",4222,"R","CU",3063.3999,"\N","B",0
"1458",5967,"R","CU",3058.0701,"K","S",0
"1459",8288,"R","CU",3238.895,"\N","B",0
"1460",1828,"R","CU",3012.2849,"\N","F",0
"1461",14344,"R","CU",3243.155,"\N","C",0
"1462",2732,"R","CU",3178.075,"\N","C",0
"1463",3138,"R","CU",3027.499,"\N","C",0
"1464",14344,"R","CU",3119.6841,"\N","B",0
"1465",14344,"R","CU",3152.335,"\N","B",0
"1466",14344,"R","CU",3135.2261,"\N","B",0
"1467",14344,"R","CU",3276.625,"\N","B",0
"1468",8288,"R","CU",3007.4719,"K","S",0
"1469",3229,"R","CU",3028.1951,"\N","C",0
"1470",14344,"R","CU",3213.751,"\N","B",0
"1471",13586,"L","CU",3016.573,"K","S",0
"1472",3062,"R","KC",3163.03,"\N","B",0
"1473",1828,"R","CU",3037.0039,"\N","B",0
"1474",657,"R","CU",3137.062,"\N","B",0
"1475",2732,"R","CU",3222.8501,"\N","S",0
"1476",3055,"R","CU",3037.3259,"\N","C",0
"1477",3138,"R","CU",3006.4199,"\N","C",0
"1478",4222,"R","CU",3123.6489,"\N","B",0
"1479",8288,"R","CU",3017.96,"\N","F",0
"1480",15315,"R","CU",3089.0229,"K","S",0
"1481",2732,"R","CU",3396.0869,"O","X",0.05
"1482",3138,"R","CU",3014.261,"\N","B",0
"1483",4847,"R","CU",3263.408,"O","X",0.19
"1484",14344,"R","CU",3249.7781,"SF","X",0.01
"1485",13586,"L","CU",3046.187,"\N","B",0
"1486",2295,"R","KC",3054.0659,"O","X",0.11
"1487",2295,"R","KC",3172.3469,"O","X",0.06
"1488",3062,"R","KC",3061.6509,"O","X",0
"1489",1802,"R","CU",3133.906,"\N","B",0
"1490",1828,"R","CU",3079.1011,"\N","B",0
"1491",2732,"R","CU",3414.0801,"\N","C",0
"1492",3138,"R","CU",3057.0491,"\N","B",0
"1493",1802,"R","CU",3223.051,"\N","C",0
"1494",15315,"R","CU",3081.675,"\N","S",0
"1495",14344,"R","CU",3239.228,"\N","F",0
"1496",2732,"R","CU",3138.7529,"\N","B",0
"1497",2295,"R","KC",3065.7881,"\N","B",0
"1498",2295,"R","KC",3133.946,"\N","B",0
"1499",1828,"R","CU",3014.1489,"\N","B",0
"1500",1828,"R","CU",3010.085,"K","S",0
"1501",4847,"R","CU",3413.4199,"\N","S",0
"1502",14344,"R","CU",3049.0381,"\N","C",0
"1503",14344,"R","CU",3152.553,"\N","C",0
"1504",14344,"R","CU",3023.248,"\N","B",0
"1505",3138,"R","CU",3056.5979,"1B","X",0.48
"1506",14344,"R","CU",3180.6951,"\N","B",0
"1507",2732,"R","CU",3149.4041,"\N","C",0
"1508",2732,"R","CU",3386.4561,"1B","X",0.98
"1509",1828,"R","CU",3013.8701,"\N","B",0
"1510",3138,"R","CU",3054.7119,"\N","B",0
"1511",3394,"R","CU",3032.106,"\N","S",0
"1512",4847,"R","CU",3113.717,"\N","C",0
"1513",14344,"R","CU",3071.76,"\N","B",0
"1514",13586,"L","CU",3102.0061,"\N","B",0
"1515",8288,"R","CU",3043.9309,"\N","B",0
"1516",1828,"R","CU",3000.1531,"\N","F",0
"1517",14344,"R","CU",3014.501,"\N","B",0
"1518",8288,"R","CU",3072.936,"\N","S",0
"1519",3138,"R","CU",3189.5181,"\N","B",0
"1520",13586,"L","CU",3164.1221,"\N","B",0
"1521",15315,"R","CU",3175.0991,"\N","F",0
"1522",14344,"R","CU",3212.5271,"K","S",0
"1523",2732,"R","CU",3083.1819,"\N","B",0
"1524",15315,"R","CU",3217.136,"2B","X",0.94
"1525",3138,"R","CU",3017.606,"\N","C",0
"1526",4198,"R","CU",3032.1689,"\N","B",0
"1527",4198,"R","CU",3152.9519,"\N","B",0
"1528",2732,"R","CU",3183.238,"\N","B",0
"1529",2732,"R","CU",3358.812,"O","X",0.06
"1530",15315,"R","CU",3157.3391,"\N","F",0
"1531",3055,"R","CU",3061.844,"\N","B",0
"1532",4847,"R","CU",3117.875,"K","S",0
"1533",1828,"R","CU",3012.6079,"\N","B",0
"1534",1828,"R","CU",3112.8611,"\N","S",0
"1535",657,"R","CU",3024.78,"\N","B",0
"1536",3055,"R","CU",3108.2871,"1B","X",1
"1537",3138,"R","CU",3086.0449,"\N","B",0
"1538",3138,"R","CU",3011.7051,"\N","C",0
"1539",14344,"R","CU",3034.738,"\N","F",0
"1540",2295,"R","KC",3061.812,"1B","X",0.25
"1541",3062,"R","KC",3039.4619,"\N","B",0
"1542",2732,"R","CU",3259.425,"1B","X",0.63
"1543",3138,"R","CU",3051.7561,"\N","F",0
"1544",14344,"R","CU",3153.1411,"\N","B",0
"1545",3062,"R","KC",3095.4131,"O","X",0.17
"1546",14344,"R","CU",3214.739,"BB","B",0
"1547",3055,"R","CU",3076.3689,"\N","B",0
"1548",3138,"R","CU",3040.804,"\N","S",0
"1549",3138,"R","CU",3152.938,"\N","C",0
"1550",14344,"R","CU",3002.123,"\N","F",0
"1551",14344,"R","CU",3170.021,"\N","B",0
"1552",2732,"R","CU",3298.6589,"\N","B",0
"1553",3394,"R","CU",3029.707,"O","X",0
"1554",14344,"R","CU",3201.385,"\N","B",0
"1555",3138,"R","CU",3150.9331,"\N","B",0
"1556",14344,"R","CU",3171.4099,"\N","B",0
"1557",2732,"R","CU",3139.4299,"SF","X",0.01
"1558",10045,"R","CU",3460.001,"2B","X",0.6
"1559",14344,"R","CU",3082.8491,"\N","B",0
"1560",14344,"R","CU",3206.731,"K","S",0
"1561",1802,"R","CU",3236.7051,"\N","B",0
"1562",1828,"R","CU",3105.0149,"\N","C",0
"1563",2732,"R","CU",3215.7119,"\N","C",0
"1564",3138,"R","CU",3020.2229,"\N","B",0
"1565",3138,"R","CU",3133.9451,"O","X",0.43
"1566",3394,"R","CU",3018.5281,"\N","B",0
"1567",4198,"R","CU",3041.04,"\N","B",0
"1568",3138,"R","CU",3064.719,"E","X",0.29
"1569",14344,"R","CU",3232.646,"\N","B",0
"1570",11533,"R","CU",3003.915,"\N","B",0
"1571",14344,"R","CU",3176.72,"\N","B",0
"1572",14344,"R","CU",3063.6011,"K","S",0
"1573",14344,"R","CU",3108.9299,"\N","B",0
"1574",10045,"R","CU",3404.325,"K","S",0
"1575",14344,"R","CU",3067.3821,"\N","F",0
"1576",1802,"R","CU",3179.7791,"O","X",0.26
"1577",3062,"R","KC",3133.3999,"\N","F",0
"1578",13586,"L","CU",3039.5701,"\N","B",0
"1579",2295,"R","KC",3036.103,"\N","B",0
"1580",3138,"R","CU",3065.9861,"\N","B",0
"1581",3394,"R","CU",3044.9509,"\N","F",0
"1582",13586,"L","CU",3117.782,"K","S",0
"1583",8288,"R","CU",3065.5959,"\N","B",0
"1584",3138,"R","CU",3024.054,"\N","C",0
"1585",2732,"R","CU",3312.2419,"\N","B",0
"1586",2732,"R","CU",3304.7891,"\N","C",0
"1587",10045,"R","CU",3269.9641,"\N","B",0
"1588",2732,"R","CU",3252.814,"\N","F",0
"1589",4198,"R","CU",3009.313,"\N","B",0
"1590",13586,"L","CU",3084.364,"\N","B",0
"1591",657,"R","CU",3030.5959,"\N","B",0
"1592",8284,"R","CU",3023.6189,"\N","B",0
"1593",14344,"R","CU",3089.552,"\N","B",0
"1594",14344,"R","CU",3016.1621,"\N","B",0
"1595",1802,"R","CU",3058.585,"\N","B",0
"1596",2496,"R","CU",3020.2949,"\N","C",0
"1597",1030,"R","CU",3067.1831,"\N","F",0
"1598",2732,"R","CU",3374.7539,"\N","S",0
"1599",3138,"R","CU",3079.7141,"\N","C",0
"1600",14344,"R","CU",3174.375,"BB","B",0
"1601",15315,"R","CU",3061.5911,"\N","C",0
"1602",1828,"R","CU",3039.3979,"\N","F",0
"1603",14344,"R","CU",3186.5601,"\N","B",0
"1604",14344,"R","CU",3055.5339,"\N","B",0
"1605",13586,"L","CU",3117.6589,"K","S",0
"1606",3062,"R","KC",3009.8899,"\N","F",0
"1607",14344,"R","CU",3086.856,"\N","B",0
"1608",14344,"R","CU",3132.6689,"\N","C",0
"1609",2732,"R","CU",3242.188,"K","S",0
"1610",10045,"R","CU",3425.447,"\N","B",0
"1611",13586,"L","CU",3139.3521,"\N","B",0
"1612",1828,"R","CU",3002.772,"\N","F",0
"1613",14344,"R","CU",3192.272,"\N","B",0
"1614",14344,"R","CU",3181.4609,"\N","B",0
"1615",14344,"R","CU",3107.561,"\N","B",0
"1616",14344,"R","CU",3261.1321,"\N","B",0
"1617",8288,"R","CU",3280.863,"O","X",0.41
"1618",15315,"R","CU",3160.8379,"\N","B",0
"1619",2732,"R","CU",3321.8401,"\N","S",0
"1620",3055,"R","CU",3177.103,"\N","B",0
"1621",8447,"R","CU",3055.4551,"\N","C",0
"1622",8288,"R","CU",3336.772,"\N","B",0
"1623",2732,"R","CU",3201.939,"\N","F",0
"1624",3138,"R","CU",3202.1831,"\N","B",0
"1625",3138,"R","CU",3148.9441,"O","X",0.48
"1626",3394,"R","CU",3061.3621,"\N","C",0
"1627",8288,"R","CU",3047.5449,"\N","F",0
"1628",15315,"R","CU",3191.9109,"K","S",0
"1629",3138,"R","CU",3085.583,"\N","B",0
"1630",14344,"R","CU",3153.7339,"K","S",0
"1631",3138,"R","CU",3061.207,"K","S",0
"1632",10045,"R","CU",3492.3401,"\N","F",0
"1633",8288,"R","CU",3008.3491,"\N","C",0
"1634",2732,"R","CU",3330.5391,"BB","B",0
"1635",3138,"R","CU",3073.3101,"\N","B",0
"1636",3394,"R","CU",3015.676,"\N","C",0
"1637",11683,"R","CU",3011.4409,"\N","B",0
"1638",3138,"R","CU",3103.469,"\N","C",0
"1639",3394,"R","CU",3043.9741,"\N","B",0
"1640",4198,"R","CU",3046.021,"BB","B",0
"1641",1241,"R","CU",3006.8081,"\N","F",0
"1642",3138,"R","CU",3158.3879,"\N","B",0
"1643",3138,"R","CU",3022.7959,"BB","B",0
"1644",8288,"R","CU",3028.7949,"K","S",0
"1645",2732,"R","CU",3278.095,"O","X",0.09
"1646",13586,"L","CU",3086.241,"\N","B",0
"1647",1802,"R","CU",3273.7339,"\N","F",0
"1648",1828,"R","CU",3041.9131,"K","S",0
"1649",2732,"R","CU",3423.1499,"\N","F",0
"1650",657,"R","CU",3016.4419,"\N","B",0
"1651",2732,"R","CU",3282.4829,"\N","S",0
"1652",15315,"R","CU",3068.3501,"\N","B",0
"1653",14344,"R","CU",3057.3301,"\N","B",0
"1654",2732,"R","CU",3319.04,"\N","B",0
"1655",14344,"R","CU",3103.4409,"\N","B",0
"1656",1802,"R","CU",3029.5349,"O","X",0.19
"1657",3138,"R","CU",3084.1321,"\N","B",0
"1658",10045,"R","CU",3496.2749,"\N","B",0
"1659",13586,"L","CU",3122.1101,"\N","B",0
"1660",3055,"R","CU",3223.7949,"\N","F",0
"1661",3138,"R","CU",3092.29,"\N","B",0
"1662",3138,"R","CU",3089.6731,"\N","B",0
"1663",14344,"R","CU",3193.407,"\N","B",0
"1664",14344,"R","CU",3038.6931,"\N","B",0
"1665",3138,"R","CU",3254.6899,"\N","B",0
"1666",15315,"R","CU",3074.219,"\N","B",0
"1667",2732,"R","CU",3407.4409,"\N","C",0
"1668",2732,"R","CU",3120.6211,"\N","C",0
"1669",1802,"R","CU",3511.114,"\N","F",0
"1670",14344,"R","CU",3067.1411,"\N","B",0
"1671",2732,"R","CU",3242.353,"1B","X",0.62
"1672",3138,"R","CU",3066.5659,"\N","F",0
"1673",3138,"R","CU",3021.2371,"\N","B",0
"1674",4847,"R","CU",3051.158,"\N","C",0
"1675",2732,"R","CU",3328.344,"\N","B",0
"1676",3055,"R","CU",3127.196,"\N","F",0
"1677",15315,"R","CU",3081.137,"\N","S",0
"1678",1868,"R","CU",3048.7029,"\N","F",0
"1679",2732,"R","CU",3260.8069,"O","X",0
"1680",2732,"R","CU",3220.2219,"\N","B",0
"1681",1802,"R","CU",3317.5801,"\N","B",0
"1682",3138,"R","CU",3024.083,"\N","F",0
"1683",2732,"R","CU",3317.6919,"\N","S",0
"1684",3138,"R","CU",3165.21,"O","X",0.01
"1685",8288,"R","CU",3157.6799,"O","X",0.29
"1686",1828,"R","CU",3030.3889,"O","X",0.53
"1687",657,"R","CU",3082.447,"\N","B",0
"1688",14344,"R","CU",3023.925,"\N","B",0
"1689",8288,"R","CU",3025.5459,"O","X",0.07
"1690",3138,"R","CU",3050.936,"BB","B",0
"1691",2732,"R","CU",3279.186,"\N","C",0
"1692",3138,"R","CU",3158.0979,"\N","S",0
"1693",11683,"R","CU",3019.0149,"\N","B",0
"1694",15315,"R","CU",3125.2549,"\N","B",0
"1695",2165,"R","CU",3017.4419,"\N","B",0
"1696",11683,"R","CU",3021.106,"\N","S",0
"1697",14344,"R","CU",3140.4451,"\N","B",0
"1698",3138,"R","CU",3063.822,"\N","B",0
"1699",14344,"R","CU",3182.863,"\N","C",0
"1700",3138,"R","CU",3065.97,"\N","B",0
"1701",4847,"R","CU",3424.115,"\N","B",0
"1702",14344,"R","CU",3204.6411,"K","S",0
"1703",3062,"R","KC",3021.792,"\N","B",0
"1704",3062,"R","KC",3052.8979,"\N","B",0
"1705",2732,"R","CU",3274.874,"\N","C",0
"1706",3055,"R","CU",3141.75,"\N","F",0
"1707",3138,"R","CU",3014.415,"\N","C",0
"1708",15315,"R","CU",3006.031,"\N","S",0
"1709",1802,"R","CU",3057.084,"\N","F",0
"1710",8288,"R","CU",3008.5891,"O","X",0.1
"1711",3138,"R","CU",3077.3491,"\N","F",0
"1712",3394,"R","CU",3015.2241,"O","X",0.04
"1713",3062,"R","KC",3032.334,"\N","C",0
"1714",3055,"R","CU",3113.2009,"K","S",0
"1715",3055,"R","CU",3158.137,"O","X",0.11
"1716",14344,"R","CU",3217.28,"\N","B",0
"1717",3138,"R","CU",3048.4619,"\N","F",0
"1718",15315,"R","CU",3051.3831,"\N","B",0
"1719",1868,"R","CU",3002.9509,"\N","B",0
"1720",2732,"R","CU",3237.4441,"\N","C",0
"1721",3394,"R","CU",3054.8359,"\N","B",0
"1722",10045,"R","CU",3406.616,"\N","F",0
"1723",3138,"R","CU",3062.5029,"\N","B",0
"1724",1828,"R","CU",3143.3311,"\N","B",0
"1725",3394,"R","CU",3054.2051,"K","S",0
"1726",14344,"R","CU",3089.1389,"K","S",0
"1727",3062,"R","KC",3038.8359,"\N","B",0
"1728",2732,"R","CU",3358.469,"\N","C",0
"1729",10045,"R","CU",3339.2229,"1B","X",0.42
"1730",1802,"R","CU",3438.168,"O","X",0.32
"1731",3055,"R","CU",3015.0879,"\N","B",0
"1732",3394,"R","CU",3054.5439,"\N","C",0
"1733",15315,"R","CU",3119.106,"\N","B",0
"1734",1828,"R","CU",3034.8989,"\N","B",0
"1735",2732,"R","CU",3190.677,"O","X",0.35
"1736",11683,"R","CU",3017.8081,"\N","B",0
"1737",15315,"R","CU",3209.0879,"\N","B",0
"1738",1828,"R","CU",3138.2839,"\N","B",0
"1739",2732,"R","CU",3308.7661,"K","C",0
"1740",2732,"R","CU",3261.5371,"\N","S",0
"1741",2732,"R","CU",3320.408,"\N","F",0
"1742",10045,"R","CU",3418.7849,"\N","F",0
"1743",2732,"R","CU",3178.9961,"\N","S",0
"1744",2732,"R","CU",3309.8101,"O","X",0.64
"1745",15315,"R","CU",3036.0239,"K","S",0
"1746",15315,"R","CU",3117.657,"\N","B",0
"1747",3138,"R","CU",3015.738,"\N","B",0
"1748",2732,"R","CU",3375.1641,"\N","F",0
"1749",10045,"R","CU",3359.4331,"\N","B",0
"1750",2732,"R","CU",3169.5281,"\N","B",0
"1751",11683,"R","CU",3058.022,"\N","C",0
"1752",2732,"R","CU",3409.4861,"\N","F",0
"1753",2732,"R","CU",3327.334,"O","X",0.01
"1754",3138,"R","CU",3159.186,"K","S",0
"1755",3138,"R","CU",3124.408,NA,"C",0
"1756",3394,"R","CU",3064.6101,"\N","B",0
"1757",14344,"R","CU",3150.9431,"K","S",0
"1758",14344,"R","CU",3085.9641,"1B","X",0.28
"1759",3062,"R","KC",3062.9541,"\N","C",0
"1760",3138,"R","CU",3008.02,"\N","C",0
"1761",3138,"R","CU",3138.2849,"\N","B",0
"1762",3138,"R","CU",3018.802,"\N","B",0
"1763",3138,"R","CU",3290.96,"\N","B",0
"1764",15315,"R","CU",3079.564,"K","S",0
"1765",14344,"R","CU",3089.99,"\N","F",0
"1766",14344,"R","CU",3048.0801,"\N","B",0
"1767",15315,"R","CU",3081.928,"\N","F",0
"1768",2732,"R","CU",3304.4939,"\N","F",0
"1769",3138,"R","CU",3011.4529,"\N","B",0
"1770",1828,"R","CU",3010.8291,"\N","B",0
"1771",2732,"R","CU",3372.6899,"\N","B",0
"1772",2732,"R","CU",3336.1531,"K","S",0
"1773",657,"R","CU",3000.5901,"\N","F",0
"1774",2732,"R","CU",3210.519,"\N","B",0
"1775",2732,"R","CU",3484.96,"\N","S",0
"1776",3138,"R","CU",3124.124,"\N","C",0
"1777",3138,"R","CU",3193.729,"\N","B",0
"1778",3062,"R","KC",3072.1931,"O","X",0.09
"1779",1802,"R","CU",3438.8689,"\N","C",0
"1780",3055,"R","CU",3133.728,"\N","B",0
"1781",3138,"R","CU",3067.959,"\N","C",0
"1782",1868,"R","CU",3014.728,"\N","S",0
"1783",14344,"R","CU",3390.5471,"O","X",0.77
"1784",3138,"R","CU",3083.321,"\N","B",0
"1785",3138,"R","CU",3018.729,"BB","B",0
"1786",15315,"R","CU",3130.166,"\N","B",0
"1787",1802,"R","CU",3222.98,"\N","B",0
"1788",2732,"R","CU",3323.5439,"\N","S",0
"1789",3138,"R","CU",3121.6621,"\N","F",0
"1790",3138,"R","CU",3035.98,"\N","B",0
"1791",3138,"R","CU",3027.7739,"\N","S",0
"1792",3138,"R","CU",3069.7849,"\N","S",0
"1793",2732,"R","CU",3331.5061,"\N","F",0
"1794",2732,"R","CU",3274.844,"\N","F",0
"1795",3062,"R","KC",3039.0879,"\N","C",0
"1796",15315,"R","CU",3223.594,"K","S",0
"1797",14344,"R","CU",3322.595,"\N","B",0
"1798",4847,"R","CU",3077.885,"1B","X",0.51
"1799",2732,"R","CU",3371.6011,"\N","B",0
"1800",2732,"R","CU",3298.3511,"K","C",0
"1801",3138,"R","CU",3072.853,"O","X",0.07
"1802",2732,"R","CU",3239.8301,"O","X",0.06
"1803",2732,"R","CU",3349.353,"\N","C",0
"1804",2732,"R","CU",3374.3799,"\N","B",0
"1805",1802,"R","CU",3305.9319,"\N","C",0
"1806",3138,"R","CU",3100.3311,"\N","B",0
"1807",3062,"R","KC",3035.334,"K","S",0
"1808",3062,"R","KC",3129.0139,"\N","B",0
"1809",1802,"R","CU",3193.1509,"\N","C",0
"1810",3138,"R","CU",3140.1021,"\N","B",0
"1811",2732,"R","CU",3263.606,"\N","B",0
"1812",2732,"R","CU",3240.103,"K","S",0
"1813",2732,"R","CU",3273.376,"\N","F",0
"1814",2732,"R","CU",3168.2981,"\N","S",0
"1815",3055,"R","CU",3131.3701,"\N","B",0
"1816",3138,"R","CU",3094.4641,"K","S",0
"1817",3394,"R","CU",3015.78,"\N","B",0
"1818",15315,"R","CU",3066.677,NA,"B",0
"1819",1802,"R","CU",3227.8501,"\N","B",0
"1820",3138,"R","CU",3091.7419,"\N","B",0
"1821",3138,"R","CU",3015.1011,"\N","C",0
"1822",2732,"R","CU",3215.877,"\N","F",0
"1823",2732,"R","CU",3418.2859,"\N","C",0
"1824",11683,"R","CU",3164.116,"\N","B",0
"1825",15315,"R","CU",3185.5039,"\N","F",0
"1826",3138,"R","CU",3045.103,"\N","B",0
"1827",3062,"R","KC",3018.8411,"1B","X",0.59
"1828",3138,"R","CU",3060.1841,"\N","S",0
"1829",2732,"R","CU",3197.0979,"K","S",0
"1830",2732,"R","CU",3299.021,"O","X",0.19
"1831",2732,"R","CU",3226.7939,"\N","B",0
"1832",2732,"R","CU",3247.05,"\N","S",0
"1833",2732,"R","CU",3365.582,"BB","B",0
"1834",15315,"R","CU",3200.248,"\N","B",0
"1835",2732,"R","CU",3358.853,"BB","B",0
"1836",3062,"R","KC",3009.4829,"O","X",0.06
"1837",2732,"R","CU",3278.2881,"\N","C",0
"1838",3138,"R","CU",3013.6379,"\N","F",0
"1839",2732,"R","CU",3343.303,"K","S",0
"1840",2732,"R","CU",3292.3721,"\N","B",0
"1841",11683,"R","CU",3055.926,"\N","B",0
"1842",1802,"R","CU",3221.657,"O","X",0.01
"1843",15315,"R","CU",3181.25,"\N","S",0
"1844",3055,"R","CU",3135.729,"\N","S",0
"1845",1948,"R","CU",3119.0149,"K","S",0
"1846",2732,"R","CU",3365.5569,"\N","B",0
"1847",2732,"R","CU",3315.5649,"\N","B",0
"1848",3138,"R","CU",3011.8879,"\N","S",0
"1849",3062,"R","KC",3029.8831,"\N","B",0
"1850",2732,"R","CU",3367.116,"\N","B",0
"1851",3055,"R","CU",3151.375,"\N","S",0
"1852",3055,"R","CU",3030.447,"\N","B",0
"1853",3062,"R","KC",3032.085,"\N","C",0
"1854",3055,"R","CU",3140.415,"K","F",0
"1855",3138,"R","CU",3209.792,"\N","B",0
"1856",4847,"R","CU",3169.3811,"O","X",0.19
"1857",2732,"R","CU",3327.696,"\N","C",0
"1858",15315,"R","CU",3105.0271,"\N","S",0
"1859",2732,"R","CU",3124.916,"\N","C",0
"1860",3138,"R","CU",3003.1279,"\N","B",0
"1861",2732,"R","CU",3357.0911,"\N","F",0
"1862",3138,"R","CU",3186.1721,"O","X",0.24
"1863",2732,"R","CU",3517.387,"\N","B",0
"1864",3138,"R","CU",3197.0449,"\N","B",0
"1865",2732,"R","CU",3281.2539,"\N","F",0
"1866",3138,"R","CU",3221.1421,"\N","B",0
"1867",11683,"R","CU",3150.636,"\N","S",0
"1868",3062,"R","KC",3001.47,"\N","B",0
"1869",2732,"R","CU",3299.936,"\N","B",0
"1870",3138,"R","CU",3027.603,"\N","C",0
