"","playerid","pitcher_hand","pitch_type","spin_rate","ab_result","action_result","adj_h"
"274",3138,"R","CU",3005.0569,"\N","C",0
"275",10045,"R","CU",3186.1599,"\N","C",0
"276",4878,"R","CU",3083.562,"\N","C",0
"277",8288,"R","CU",3136.7141,"\N","B",0
"278",1489,"R","CU",3066.4761,"\N","S",0
"279",4878,"R","CU",3228.3831,"\N","B",0
"280",8247,"L","CU",3151.033,"\N","B",0
"281",4878,"R","CU",3121.147,"\N","B",0
"282",3646,"R","CU",3053.2771,"\N","B",0
"283",4198,"R","CU",3049.5601,"\N","C",0
"284",4878,"R","CU",3110.8921,"\N","C",0
"285",15540,"R","CU",3086.3269,"\N","B",0
"286",9627,"R","CU",3020.4929,"\N","B",0
"287",5734,"R","CU",3027.6321,"\N","F",0
"288",10045,"R","CU",3275.614,"\N","B",0
"289",4878,"R","CU",3166.915,"\N","C",0
"290",8288,"R","CU",3061.8259,"O","X",0.15
"291",10045,"R","CU",3194.9221,"\N","C",0
"292",4629,"L","CU",3040.5569,"\N","C",0
"293",10045,"R","CU",3074.762,"\N","B",0
"294",8247,"L","CU",3173.2329,"\N","F",0
"295",8288,"R","CU",3122.323,"\N","F",0
"296",1489,"R","CU",3070.053,"\N","B",0
"297",10045,"R","CU",3219.627,"\N","B",0
"298",10045,"R","CU",3203.769,"\N","C",0
"299",8247,"L","CU",3060.49,"\N","F",0
"300",4878,"R","CU",3113.6079,"\N","C",0
"301",8288,"R","CU",3201.3611,"\N","B",0
"302",4878,"R","CU",3056.165,"\N","C",0
"303",8247,"L","CU",3130.9031,"\N","B",0
"304",4878,"R","CU",3097.377,"\N","C",0
"305",2295,"R","KC",3050.967,"\N","C",0
"306",8850,"R","CU",3084.179,"\N","B",0
"307",8247,"L","CU",3237.7629,"\N","F",0
"308",8247,"L","CU",3165.123,"\N","F",0
"309",10045,"R","CU",3167.0791,"O","X",0.07
"310",4878,"R","CU",3180.0601,"\N","F",0
"311",476,"R","CU",3123.126,"\N","B",0
"312",4878,"R","CU",3083.5859,"\N","S",0
"313",4878,"R","CU",3123.7161,"K","S",0
"314",4878,"R","CU",3303.7981,"\N","B",0
"315",15540,"R","CU",3047.04,"\N","B",0
"316",4878,"R","CU",3111.541,"K","S",0
"317",8247,"L","CU",3127.4021,"\N","B",0
"318",10045,"R","CU",3305.51,"K","S",0
"319",4878,"R","CU",3208.217,"K","S",0
"320",8850,"R","CU",3041.291,"\N","C",0
"321",10045,"R","CU",3275.5591,"\N","B",0
"322",8247,"L","CU",3030.0239,"\N","B",0
"323",4198,"R","CU",3010.717,"K","S",0
"324",4878,"R","CU",3021.908,"\N","C",0
"325",10045,"R","CU",3059.6799,"\N","C",0
"326",4878,"R","CU",3188.2271,"HR","X",0.74
"327",8247,"L","CU",3033.033,"\N","B",0
"328",15540,"R","CU",3138.675,"\N","B",0
"329",15540,"R","CU",3188.2271,"\N","C",0
"330",1030,"R","CU",3003.6731,"K","S",0
"331",14344,"R","CU",3218.9009,"\N","C",0
"332",10045,"R","CU",3235.8979,"\N","F",0
"333",4878,"R","CU",3126.6279,"\N","F",0
"334",4629,"L","CU",3065.8169,"\N","C",0
"335",15540,"R","CU",3040.844,"\N","B",0
"336",4629,"L","CU",3028.812,"\N","B",0
"337",476,"R","CU",3012.77,"O","X",0.1
"338",10045,"R","CU",3126.062,"\N","S",0
"339",10045,"R","CU",3258.2771,"\N","F",0
"340",3229,"R","CU",3011.425,"K","S",0
"341",1030,"R","CU",3041.7241,"K","S",0
"342",4878,"R","CU",3219.0271,"\N","B",0
"343",4198,"R","CU",3047.4651,"\N","B",0
"344",8247,"L","CU",3085.666,"\N","F",0
"345",10686,"L","CU",3001.553,"\N","B",0
"346",2295,"R","KC",3027.249,"\N","B",0
"347",1030,"R","CU",3020.761,"K","S",0
"348",4878,"R","CU",3111.79,"\N","C",0
"349",15540,"R","CU",3167.387,"K","S",0
"350",14344,"R","CU",3009.2429,"\N","C",0
"351",4878,"R","CU",3085.9961,"O","X",0
"352",15540,"R","CU",3132.5659,"\N","B",0
"353",4198,"R","CU",3088.426,"\N","B",0
"354",14344,"R","CU",3184.833,"\N","C",0
"355",10045,"R","CU",3087.2749,"\N","B",0
"356",4878,"R","CU",3111.311,"\N","C",0
"357",4878,"R","CU",3165.4189,"\N","B",0
"358",15540,"R","CU",3143.356,"\N","F",0
"359",8288,"R","CU",3131.0081,"O","X",0.14
"360",4198,"R","CU",3040.4041,"\N","B",0
"361",4878,"R","CU",3112.396,"\N","B",0
"362",4878,"R","CU",3217.2041,"\N","B",0
"363",4878,"R","CU",3254.179,"\N","F",0
"364",4878,"R","CU",3235.9231,"\N","F",0
"365",8288,"R","CU",3186.865,"1B","X",1
"366",2730,"R","CU",3048.553,"\N","B",0
"367",9627,"R","CU",3052.571,"\N","S",0
"368",1030,"R","CU",3034.0549,"\N","B",0
"369",10686,"L","CU",3007.0171,"\N","B",0
"370",4878,"R","CU",3169.415,"\N","B",0
"371",10045,"R","CU",3202.8931,"\N","F",0
"372",8247,"L","CU",3039.113,"\N","B",0
"373",15540,"R","CU",3048.178,"O","X",0.05
"374",1030,"R","CU",3001.7839,"\N","F",0
"375",10045,"R","CU",3235.4741,"\N","C",0
"376",10045,"R","CU",3149.198,"\N","B",0
"377",1030,"R","CU",3003.342,"\N","S",0
"378",4198,"R","CU",3035.772,"\N","S",0
"379",4198,"R","CU",3091.2939,"\N","B",0
"380",4878,"R","CU",3149.2781,"\N","F",0
"381",1030,"R","CU",3001.228,"K","S",0
"382",4222,"R","CU",3040.0959,"\N","F",0
"383",15540,"R","CU",3150.3811,"K","C",0
"384",15540,"R","CU",3019.3911,"\N","F",0
"385",8288,"R","CU",3030.48,"K","C",0
"386",1030,"R","CU",3005.9231,"\N","C",0
"387",14344,"R","CU",3095.5229,"\N","B",0
"388",4878,"R","CU",3194.123,"K","S",0
"389",2295,"R","KC",3079.302,"\N","C",0
"390",10686,"L","CU",3020.0029,"\N","S",0
"391",4878,"R","CU",3092.5969,"\N","B",0
"392",1828,"R","CU",3192.4021,"O","X",0.42
"393",14344,"R","CU",3268.436,"\N","C",0
"394",14344,"R","CU",3118.936,"\N","C",0
"395",4198,"R","CU",3002.271,"\N","C",0
"396",4878,"R","CU",3186.1851,"\N","B",0
"397",10686,"L","CU",3098.4951,"\N","B",0
"398",4878,"R","CU",3160.457,"\N","F",0
"399",1030,"R","CU",3017.3311,"\N","B",0
"400",1030,"R","CU",3047.344,"\N","S",0
"401",1030,"R","CU",3013.6389,"\N","B",0
"402",8288,"R","CU",3146.072,"\N","C",0
"403",8850,"R","CU",3044.697,"\N","S",0
"404",10045,"R","CU",3264.7661,"\N","C",0
"405",15540,"R","CU",3052.3491,"\N","F",0
"406",10045,"R","CU",3212.335,"\N","C",0
"407",4878,"R","CU",3242.0259,"K","S",0
"408",8284,"R","CU",3144.7419,"\N","B",0
"409",10045,"R","CU",3211.9109,"\N","F",0
"410",10045,"R","CU",3254.1289,"\N","B",0
"411",4878,"R","CU",3121.0029,"\N","B",0
"412",476,"R","CU",3056.3359,"\N","B",0
"413",15540,"R","CU",3240.792,"\N","B",0
"414",10045,"R","CU",3172.103,"\N","C",0
"415",13586,"L","CU",3065.6589,"\N","S",0
"416",4629,"L","CU",3155.8799,"\N","B",0
"417",10045,"R","CU",3378.8059,"\N","F",0
"418",4878,"R","CU",3198.7219,"\N","S",0
"419",476,"R","CU",3157.657,"\N","B",0
"420",2295,"R","KC",3050.272,"\N","B",0
"421",4878,"R","CU",3179.821,"2B","X",0.09
"422",10045,"R","CU",3417.2151,"\N","F",0
"423",15540,"R","CU",3089.874,"\N","B",0
"424",1828,"R","CU",3123.2661,"HR","X",0.66
"425",6586,"R","CU",3044.761,"\N","C",0
"426",1862,"R","KC",3012.3059,"K","S",0
"427",4629,"L","CU",3129.0281,"\N","C",0
"428",8247,"L","CU",3029.0569,"\N","B",0
"429",4222,"R","CU",3117.459,"\N","B",0
"430",4878,"R","CU",3190.647,"O","X",0.01
"431",1030,"R","CU",3087.0081,"\N","F",0
"432",3787,"R","CU",3015.7781,"\N","B",0
"433",8850,"R","CU",3010.9751,"\N","F",0
"434",10045,"R","CU",3156.855,"\N","B",0
"435",13586,"L","CU",3003.512,"\N","F",0
"436",1030,"R","CU",3071.0991,"\N","B",0
"437",10045,"R","CU",3183.9341,"\N","B",0
"438",2295,"R","KC",3000.948,"\N","B",0
"439",4198,"R","CU",3009.6399,"\N","B",0
"440",10045,"R","CU",3216.655,"\N","S",0
"441",2295,"R","KC",3035.915,"\N","C",0
"442",1030,"R","CU",3031.9109,"\N","B",0
"443",10045,"R","CU",3314.4761,"O","X",0.52
"444",14344,"R","CU",3116.783,"\N","C",0
"445",1030,"R","CU",3001.47,"\N","B",0
"446",8850,"R","CU",3037.1379,"\N","B",0
"447",1030,"R","CU",3014.104,"\N","B",0
"448",10045,"R","CU",3129.541,"\N","B",0
"449",10045,"R","CU",3221.446,"\N","F",0
"450",10045,"R","CU",3187.8789,"\N","C",0
"451",8247,"L","CU",3054.5061,"\N","B",0
"452",2295,"R","KC",3008.0439,"\N","C",0
"453",4198,"R","CU",3026.179,"\N","B",0
"454",14344,"R","CU",3126.113,"2B","X",0.33
"455",14344,"R","CU",3062.062,"\N","C",0
"456",1030,"R","CU",3020.554,"1B","X",0.53
"457",4198,"R","CU",3029.741,"\N","B",0
"458",10045,"R","CU",3278.804,"\N","C",0
"459",1030,"R","CU",3040.4651,"O","X",0.19
"460",5596,"L","CU",3050.7141,"\N","B",0
"461",2295,"R","KC",3022.1799,"\N","C",0
"462",10045,"R","CU",3347.2119,"\N","C",0
"463",4847,"R","CU",3041.53,"\N","C",0
"464",14344,"R","CU",3113.7959,"\N","B",0
"465",4198,"R","CU",3026.261,"\N","B",0
"466",1828,"R","CU",3013.978,"HR","X",0.95
"467",4629,"L","CU",3124.9351,"\N","B",0
"468",10045,"R","CU",3275.248,"\N","B",0
"469",1030,"R","CU",3092.21,"K","S",0
"470",1030,"R","CU",3015.2129,"\N","C",0
"471",8850,"R","CU",3157.762,"\N","B",0
"472",10045,"R","CU",3072.0979,"O","X",0.38
"473",1030,"R","CU",3014.2041,"\N","F",0
"474",4198,"R","CU",3046.324,"\N","B",0
"475",10045,"R","CU",3265.9619,"\N","B",0
"476",15540,"R","CU",3199.0681,"\N","C",0
"477",2295,"R","KC",3034.7881,"\N","B",0
"478",4198,"R","CU",3001.78,"O","X",0.13
"479",4482,"R","CU",3081.585,"O","X",0.09
"480",2295,"R","KC",3026.73,"BB","B",0
"481",1030,"R","CU",3010.531,"\N","B",0
"482",4878,"R","CU",3189.4541,"K","S",0
"483",8288,"R","CU",3033.0811,"\N","B",0
"484",1030,"R","CU",3026.7561,"\N","F",0
"485",5967,"R","CU",3005.293,"O","X",0
"486",607,"L","CU",3278.4861,"\N","B",0
"487",4198,"R","CU",3175.5139,"\N","B",0
"488",14344,"R","CU",3157.9719,"\N","F",0
"489",10045,"R","CU",3157.9719,"\N","B",0
"490",4847,"R","CU",3074.9319,"1B","X",0.59
"491",1828,"R","CU",3083.8469,"K","S",0
"492",14344,"R","CU",3029.6189,"\N","C",0
"493",14344,"R","CU",3144.635,"\N","F",0
"494",2295,"R","KC",3005.7939,"\N","B",0
"495",14344,"R","CU",3178.2729,"\N","C",0
"496",10045,"R","CU",3273.137,"\N","B",0
"497",4629,"L","CU",3237.9861,"\N","F",0
"498",1828,"R","CU",3007.407,"\N","B",0
"499",1030,"R","CU",3058.376,"K","C",0
"500",8247,"L","CU",3073.1089,"\N","B",0
"501",15540,"R","CU",3114.125,"\N","C",0
"502",1828,"R","CU",3007.814,"\N","C",0
"503",8247,"L","CU",3125.8701,"K","S",0
"504",3229,"R","CU",3026.4319,"\N","B",0
"505",14344,"R","CU",3046.73,"\N","S",0
"506",1030,"R","CU",3001.325,"\N","B",0
"507",8850,"R","CU",3012.6279,"\N","S",0
"508",15540,"R","CU",3177.72,"K","S",0
"509",15540,"R","CU",3093.0801,"\N","F",0
"510",8288,"R","CU",3091.25,"1B","X",0.24
"511",1030,"R","CU",3001.6599,"\N","B",0
"512",14344,"R","CU",3302.6111,"\N","C",0
"513",1030,"R","CU",3023.4641,"\N","B",0
"514",4878,"R","CU",3206.271,"K","S",0
"515",13586,"L","CU",3003.468,"\N","B",0
"516",1030,"R","CU",3028.832,"\N","B",0
"517",4629,"L","CU",3145.8831,"\N","S",0
"518",10045,"R","CU",3294.1909,"\N","B",0
"519",13586,"L","CU",3033.1941,"\N","C",0
"520",14344,"R","CU",3097.1389,"\N","B",0
"521",14344,"R","CU",3112.7749,"1B","X",0.97
"522",4878,"R","CU",3202.8411,"O","X",0
"523",7171,"L","CU",3032.334,"\N","C",0
"524",14344,"R","CU",3187.2729,"\N","B",0
"525",14344,"R","CU",3171.115,"3B","X",0.66
"526",13586,"L","CU",3015.0791,"\N","S",0
"527",1828,"R","CU",3173.825,"\N","B",0
"528",1030,"R","CU",3070.728,"K","S",0
"529",8850,"R","CU",3026.876,"O","X",0.48
"530",4629,"L","CU",3092.553,"\N","C",0
"531",4878,"R","CU",3208.136,"\N","F",0
"532",8288,"R","CU",3076.7849,"\N","B",0
"533",14344,"R","CU",3153.2439,"\N","B",0
"534",1030,"R","CU",3010.447,"\N","S",0
"535",15540,"R","CU",3207.2561,"\N","S",0
"536",1030,"R","CU",3003.022,"K","S",0
"537",15540,"R","CU",3082.0371,"\N","B",0
"538",13586,"L","CU",3031.166,"\N","F",0
"539",1828,"R","CU",3097.4839,"K","C",0
"540",1030,"R","CU",3010.324,"\N","B",0
"541",1030,"R","CU",3049.0549,"K","S",0
"542",14344,"R","CU",3068.655,"\N","C",0
"543",1030,"R","CU",3067.625,"\N","F",0
"544",2730,"R","CU",3024.5691,"\N","B",0
"545",10045,"R","CU",3140.272,"\N","C",0
"546",15540,"R","CU",3023.647,"\N","B",0
"547",10045,"R","CU",3104.6221,"\N","C",0
"548",4878,"R","CU",3060.855,"1B","X",0.9
"549",1828,"R","CU",3212.6851,"K","C",0
"550",8850,"R","CU",3064.7839,"\N","F",0
"551",4629,"L","CU",3002.696,"\N","F",0
"552",13586,"L","CU",3004.5959,"\N","F",0
"553",14344,"R","CU",3115.5439,"1B","X",0.73
"554",4629,"L","CU",3089.905,"O","X",0.18
"555",10045,"R","CU",3167.9189,"HR","X",0.69
"556",10045,"R","CU",3105.332,"\N","F",0
"557",10045,"R","CU",3280.179,"\N","C",0
"558",8850,"R","CU",3021.239,"1B","X",0.1
"559",14344,"R","CU",3029.5459,"\N","C",0
"560",1030,"R","CU",3133.1079,"\N","B",0
"561",1030,"R","CU",3006.5171,"K","S",0
"562",7171,"L","CU",3047.0811,"\N","B",0
"563",2295,"R","KC",3024.2129,"\N","B",0
"564",1030,"R","CU",3046.302,"\N","S",0
"565",10045,"R","CU",3383.521,"\N","S",0
"566",14344,"R","CU",3064.9629,"\N","B",0
"567",13586,"L","CU",3057.7749,"BB","B",0
"568",10045,"R","CU",3106.3999,"\N","B",0
"569",1030,"R","CU",3025.4551,"\N","F",0
"570",1030,"R","CU",3087.1799,"\N","B",0
"571",8850,"R","CU",3007.9561,"\N","S",0
"572",10045,"R","CU",3062.7571,"\N","B",0
"573",8288,"R","CU",3017.1589,"K","S",0
"574",4198,"R","CU",3029.22,"O","X",0.07
"575",4222,"R","CU",3027.4729,"\N","B",0
"576",2295,"R","KC",3010.1379,"O","X",0.2
"577",10045,"R","CU",3251.499,"\N","B",0
"578",10045,"R","CU",3299.9241,"O","X",0.28
"579",10045,"R","CU",3210.6731,"\N","C",0
"580",1862,"R","KC",3111.6211,"\N","B",0
"581",14344,"R","CU",3023.9309,"\N","S",0
"582",13586,"L","CU",3024.8679,"\N","C",0
"583",10045,"R","CU",3313.428,"\N","B",0
"584",4878,"R","CU",3264.321,"\N","S",0
"585",1030,"R","CU",3028.78,"O","X",0.14
"586",1030,"R","CU",3032.7109,"\N","C",0
"587",10045,"R","CU",3126.4851,"\N","F",0
"588",10045,"R","CU",3035.6721,"\N","B",0
"589",10045,"R","CU",3186.749,"O","X",0
"590",1828,"R","CU",3000.834,"\N","F",0
"591",3229,"R","CU",3010.3611,"\N","C",0
"592",8850,"R","CU",3006.1631,"\N","B",0
"593",4878,"R","CU",3154.4519,"\N","S",0
"594",4198,"R","CU",3047.52,"\N","B",0
"595",14344,"R","CU",3039.1899,"\N","C",0
"596",1030,"R","CU",3019.0811,"\N","C",0
"597",10045,"R","CU",3372.6541,"\N","C",0
"598",14344,"R","CU",3118.95,"1B","X",0.93
"599",14344,"R","CU",3016.1541,"O","X",0.02
"600",4198,"R","CU",3033.3931,"\N","B",0
"601",10045,"R","CU",3196.175,"\N","B",0
"602",1030,"R","CU",3064.3301,"\N","B",0
"603",10045,"R","CU",3213.7129,"\N","B",0
"604",10045,"R","CU",3243.0701,"\N","B",0
"605",14344,"R","CU",3231.874,"\N","F",0
"606",14344,"R","CU",3004.6431,"\N","C",0
"607",10045,"R","CU",3015.959,"\N","C",0
"608",14344,"R","CU",3126.1721,"O","X",0.11
"609",1030,"R","CU",3000.1069,"\N","C",0
"610",14344,"R","CU",3055.0701,"\N","B",0
"611",1030,"R","CU",3035.5381,"O","X",0.23
"612",14344,"R","CU",3187.3601,"\N","F",0
"613",4198,"R","CU",3030.062,"\N","F",0
"614",10045,"R","CU",3114.625,"K","S",0
"615",10045,"R","CU",3336.625,"\N","F",0
"616",13586,"L","CU",3113.7061,"\N","C",0
"617",13586,"L","CU",3001.5491,"\N","S",0
"618",14344,"R","CU",3318.4951,"1B","X",0.63
"619",1030,"R","CU",3026.269,"\N","B",0
"620",10045,"R","CU",3320.762,"\N","B",0
"621",14344,"R","CU",3151.0271,"\N","F",0
"622",14344,"R","CU",3187.4561,"\N","B",0
"623",13586,"L","CU",3001.7949,"\N","B",0
"624",13586,"L","CU",3032.3711,"\N","C",0
"625",14344,"R","CU",3001.739,"O","X",0.06
"626",14344,"R","CU",3066.6799,"O","X",0.32
"627",7171,"L","CU",3002.552,"BB","B",0
"628",2295,"R","KC",3087.8721,"\N","B",0
"629",10045,"R","CU",3334.373,"1B","X",0.27
"630",10045,"R","CU",3268.4041,"O","X",0.23
"631",15540,"R","CU",3118.4561,"O","X",0.17
"632",2295,"R","KC",3030.1169,"\N","F",0
"633",2295,"R","KC",3019.3279,"\N","B",0
"634",8288,"R","CU",3081.3521,"\N","C",0
"635",8288,"R","CU",3023.72,"O","X",0.01
"636",14344,"R","CU",3158.4121,"\N","B",0
"637",7171,"L","CU",3023.8879,"\N","B",0
"638",14344,"R","CU",3200.0149,"\N","F",0
"639",1030,"R","CU",3000.325,"K","S",0
"640",14344,"R","CU",3051.366,"\N","C",0
"641",14344,"R","CU",3096.334,"\N","B",0
"642",14344,"R","CU",3244.1101,"\N","C",0
"643",1030,"R","CU",3078.5959,"\N","F",0
"644",13586,"L","CU",3003.427,"\N","F",0
"645",13586,"L","CU",3159.874,"\N","B",0
"646",14344,"R","CU",3151.9431,"\N","B",0
"647",10045,"R","CU",3298.7109,"\N","C",0
"648",14344,"R","CU",3053.564,"\N","C",0
"649",15686,"R","CU",3032.9441,"K","S",0
"650",1030,"R","CU",3068.4851,"\N","B",0
"651",10045,"R","CU",3168.7739,"\N","B",0
"652",1030,"R","CU",3035.833,"K","S",0
"653",1828,"R","CU",3010.8611,"2B","X",0.07
"654",4847,"R","CU",3197.447,"O","X",0.12
"655",14344,"R","CU",3133.5481,"\N","C",0
"656",14344,"R","CU",3100.499,"\N","B",0
"657",14344,"R","CU",3045.99,"O","X",0.32
"658",10045,"R","CU",3271.3479,"1B","X",0.28
"659",657,"R","CU",3007.2671,"\N","B",0
"660",1030,"R","CU",3042.1169,"\N","B",0
"661",13586,"L","CU",3026.877,"O","X",0.29
"662",1030,"R","CU",3043.6851,"\N","S",0
"663",4847,"R","CU",3111.885,"\N","B",0
"664",15540,"R","CU",3041.7119,"\N","F",0
"665",4629,"L","CU",3044.9839,"\N","B",0
"666",4198,"R","CU",3077.135,"\N","B",0
"667",14344,"R","CU",3096.207,"\N","C",0
"668",14344,"R","CU",3113.759,"\N","C",0
"669",3138,"R","CU",3056.387,"\N","B",0
"670",10045,"R","CU",3244.866,"\N","B",0
"671",14344,"R","CU",3100.8979,"\N","B",0
"672",1030,"R","CU",3008.0911,"\N","B",0
"673",4198,"R","CU",3031.2041,"\N","S",0
"674",10045,"R","CU",3308.908,"\N","C",0
"675",14344,"R","CU",3288.822,"\N","C",0
"676",14344,"R","CU",3058.4829,"\N","F",0
"677",1030,"R","CU",3040.1641,"\N","B",0
"678",10045,"R","CU",3364.261,"\N","B",0
"679",14344,"R","CU",3079.583,"\N","B",0
"680",14344,"R","CU",3077.6389,"\N","C",0
"681",14344,"R","CU",3107.9419,"\N","C",0
"682",1828,"R","CU",3033.113,"K","C",0
"683",14344,"R","CU",3087.6609,"O","X",0.51
"684",14344,"R","CU",3001.437,"\N","F",0
"685",1030,"R","CU",3078.0879,"\N","S",0
"686",10045,"R","CU",3215.8269,"\N","F",0
"687",10045,"R","CU",3211.748,"\N","B",0
"688",14344,"R","CU",3193.5959,"\N","F",0
"689",1030,"R","CU",3050.863,"K","F",0
"690",13586,"L","CU",3021.0281,"K","S",0
"691",10045,"R","CU",3256.106,"\N","C",0
"692",10045,"R","CU",3236.4509,"\N","F",0
"693",7171,"L","CU",3134.668,"\N","B",0
"694",14344,"R","CU",3139.0149,"\N","C",0
"695",2295,"R","KC",3053.8799,"O","X",0.38
"696",8288,"R","CU",3004.3479,"\N","B",0
"697",14344,"R","CU",3041.23,"\N","B",0
"698",4629,"L","CU",3134.3879,"\N","C",0
"699",13586,"L","CU",3011.5029,"\N","S",0
"700",1030,"R","CU",3076.731,"\N","S",0
"701",14344,"R","CU",3027.1279,"\N","C",0
"702",2295,"R","KC",3043.7319,"\N","B",0
"703",476,"R","CU",3028.3279,"\N","B",0
"704",1030,"R","CU",3101.7529,"\N","F",0
"705",14344,"R","CU",3017.6721,"\N","C",0
"706",1828,"R","CU",3010.1421,"O","X",0.14
"707",1030,"R","CU",3038.9131,"\N","S",0
"708",2295,"R","KC",3094.1599,"\N","C",0
"709",1828,"R","CU",3086.772,"\N","B",0
"710",3055,"R","CU",3032.5869,"\N","C",0
"711",4198,"R","CU",3006.897,"\N","B",0
"712",10045,"R","CU",3310.2151,"K","S",0
"713",6586,"R","CU",3022.9751,"\N","B",0
"714",14344,"R","CU",3093.05,"O","X",0.1
"715",14344,"R","CU",3182.0669,"\N","B",0
"716",1030,"R","CU",3014.7109,"\N","S",0
"717",10045,"R","CU",3443.8899,"\N","B",0
"718",15540,"R","CU",3266.625,"\N","S",0
"719",10045,"R","CU",3084.03,"\N","S",0
"720",14344,"R","CU",3199.3169,"\N","B",0
"721",14344,"R","CU",3190.259,"\N","C",0
"722",5967,"R","CU",3113.615,"2B","X",0.25
"723",10045,"R","CU",3287.929,"\N","B",0
"724",4878,"R","CU",3225.5081,"BB","B",0
"725",1030,"R","CU",3034.5969,"HB","B",0
"726",10045,"R","CU",3268.0061,"O","X",0.01
"727",4878,"R","CU",3160.0081,"\N","F",0
"728",15540,"R","CU",3081.519,"\N","B",0
"729",14344,"R","CU",3137.8269,"\N","C",0
"730",1030,"R","CU",3028.239,"K","S",0
"731",2295,"R","KC",3044.1931,"\N","B",0
"732",2295,"R","KC",3121.949,"\N","B",0
"733",14344,"R","CU",3113.8501,"1B","X",0.92
"734",1030,"R","CU",3093.561,"\N","B",0
"735",14344,"R","CU",3043.7129,"\N","C",0
"736",14344,"R","CU",3126.314,"\N","F",0
"737",2295,"R","KC",3014.2351,"\N","C",0
"738",4629,"L","CU",3226.5071,"\N","B",0
"739",10045,"R","CU",3193.9819,"O","X",0.18
"740",10045,"R","CU",3281.314,"\N","F",0
"741",10045,"R","CU",3247.843,"\N","C",0
"742",14344,"R","CU",3097.8931,"\N","C",0
"743",4198,"R","CU",3070.853,"\N","B",0
"744",14344,"R","CU",3126.085,"\N","B",0
"745",2295,"R","KC",3065.72,"HB","B",0
"746",14344,"R","CU",3062.5591,"O","X",0.24
"747",10045,"R","CU",3217.8799,"\N","B",0
"748",14344,"R","CU",3174.0549,"\N","B",0
"749",10045,"R","CU",3300.5129,"\N","B",0
"750",2295,"R","KC",3096.125,"\N","B",0
"751",2732,"R","CU",3174.5649,"\N","C",0
"752",4222,"R","CU",3052.5669,"O","X",0.22
"753",10045,"R","CU",3237.811,"\N","C",0
"754",10045,"R","CU",3241.9041,"\N","B",0
"755",13586,"L","CU",3137.4719,"\N","C",0
"756",10045,"R","CU",3230.6201,"\N","C",0
"757",10045,"R","CU",3199.136,"O","X",0.4
"758",13586,"L","CU",3049.5339,"2B","X",0.77
"759",13586,"L","CU",3044.9851,"\N","S",0
"760",2295,"R","KC",3027.5491,"\N","B",0
"761",1030,"R","CU",3000.0181,"K","C",0
"762",2295,"R","KC",3140.103,"O","X",0.69
"763",1828,"R","CU",3049.677,"\N","B",0
"764",14344,"R","CU",3172.5161,"\N","B",0
"765",3229,"R","CU",3019.6121,"\N","B",0
"766",14344,"R","CU",3180.9309,"O","X",0.01
"767",4198,"R","CU",3006.4089,"\N","B",0
"768",10045,"R","CU",3316.2771,"2B","X",0.3
"769",15315,"R","CU",3049.1621,"\N","C",0
"770",8284,"R","CU",3044.397,"K","C",0
"771",14344,"R","CU",3124.24,"\N","C",0
"772",1030,"R","CU",3193.009,"\N","B",0
"773",2732,"R","CU",3195.9729,"\N","C",0
"774",14344,"R","CU",3128.707,"1B","X",0.38
"775",14344,"R","CU",3006.322,"\N","B",0
"776",14344,"R","CU",3171.9109,"\N","S",0
"777",4222,"R","CU",3057.8979,"\N","F",0
"778",10045,"R","CU",3256.574,"\N","C",0
"779",10045,"R","CU",3254.9221,"\N","C",0
"780",10045,"R","CU",3335.073,"\N","F",0
"781",10045,"R","CU",3386.8359,"\N","F",0
"782",14344,"R","CU",3097.981,"1B","X",0.72
"783",14344,"R","CU",3290.7649,"K","S",0
"784",8288,"R","CU",3113.0439,"\N","F",0
"785",10045,"R","CU",3270.6799,"\N","B",0
"786",13586,"L","CU",3172.9109,"\N","B",0
"787",13586,"L","CU",3072.0769,"\N","B",0
"788",14344,"R","CU",3121.781,"\N","S",0
"789",4222,"R","CU",3003.2451,"K","F",0
"790",13586,"L","CU",3049.408,"\N","B",0
"791",10045,"R","CU",3373.437,"\N","B",0
"792",14344,"R","CU",3204.2461,"\N","F",0
"793",1030,"R","CU",3118.6709,"K","S",0
"794",4198,"R","CU",3050.8979,"\N","B",0
"795",4222,"R","CU",3120.9761,"\N","B",0
"796",10045,"R","CU",3179.5801,"E","X",0.21
"797",10045,"R","CU",3326.0271,"\N","B",0
"798",2295,"R","KC",3077.0911,"\N","C",0
"799",2295,"R","KC",3006.3159,"\N","F",0
"800",14344,"R","CU",3011.781,"\N","C",0
"801",14344,"R","CU",3205.6899,"\N","C",0
"802",2295,"R","KC",3040.4709,"O","X",0.19
"803",13586,"L","CU",3111.9719,"\N","S",0
"804",13586,"L","CU",3110.717,"\N","F",0
"805",2295,"R","KC",3013.5281,"K","S",0
"806",1828,"R","CU",3153.947,"\N","B",0
"807",13586,"L","CU",3013.072,"\N","B",0
"808",14344,"R","CU",3345.0459,"\N","B",0
"809",3055,"R","CU",3069.0139,"\N","S",0
"810",4198,"R","CU",3091.2759,"1B","X",0.45
"811",14344,"R","CU",3007.251,"\N","S",0
"812",4222,"R","CU",3023.686,"2B","X",0.34
"813",10045,"R","CU",3313.8711,"O","X",0.48
"814",13586,"L","CU",3001.1531,"\N","F",0
"815",13586,"L","CU",3089.9951,"\N","B",0
"816",1802,"R","CU",3087.616,"O","X",0
"817",1828,"R","CU",3079.0801,"\N","F",0
