,ID,NElive,NEdir,USdir,sad_18,nerve_18,rest_18,hope_18,effort_18,worth_18,ohom,ohom_ot,home,home_ot,live10m,income_18,fs5,fina,Marr10m,resi,rurb,adults,kids_18,empl1_13,empl2_13,empl3_13,empl4_13,empl5_13,empl6_13,empl7_13,empl8_13,empl9_13,empl_ot_13,born1,hisp1,race_1,race_2,race_3,race_4,race_5,race_6,race_ot,sexr_18,sexr_18_ot,sexorien,lgbfriend,degr,jsat,whrs,part,part_ot,poli,poli_ot,vote16,vote16_ot,relgaffil,relgaffil_ot,ratt,relginflu,IMG7_A,IMG7_B,IMG7_C,IMG7_D,IMG7_E,IMG7_F,EMPL,racecat,agyr,scwell,smoke,rzipcod,Comments7,Pwate
1,830357,3,1,1,5,5,5,5,5,5,1,,1,,45,8,5,1,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,THERE ARE ONLY 2,1,1,3,2,40,2,,5,,2,,5,,8,6,0,1,0,0,3,0,1,1,73,2,2,68507,,2.609935871
2,860359,5,2,2,5,5,4,5,5,5,3,,4,,61,4,3,4,3,2,3,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,40 HOURS @ ONE JOB & 10 70 15 A WEEK AT PART TIME JOB,1,2,1,NA,NA,1,NA,NA,,NA,REALLY? AGAIN?,1,1,2,NA,55,1,,2,,1,,5,,5,1,2,1,8,14,2,3,1,4,57,2,2,68510,,0.466651498
3,840389,2,1,1,5,5,5,5,5,5,1,,1,,3,NA,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,3,N.O.Y.B.,1,1,3,NA,NA,4,NONE OF YOUR BUSINESS N.O.Y.B.,6,MODERATE,3,N.O.Y.B.,6,CHRISTIAN,2,1,12,0,0,5,15,52,5,1,49,2,2,68526,,0.617928862
4,820489,5,2,2,5,4,4,5,5,5,5,I RENT WHERE I LIVE IN NE BUT OWN A HOME IN ANOTHER STATE,4,,2,6,4,4,6,2,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,3,"I'M A BUTCH LESBIAN, GENDER QUEER IS HOW I USUALLY ID",2,1,6,2,50,1,,1,,1,,1,,5,3,6,1,6,4,2,12,1,1,83,1,2,68845,,1.564837734
5,840282,2,3,2,4,2,3,4,2,4,5,OWNED BY FAMILY,1,,0,2,2,4,2,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,3,GENDER QUEER,4,1,5,4,50,1,,1,,1,,3,,5,3,10,3,2,1,4,2,1,1,92,2,2,68319,,0.649474609
6,850432,2,1,2,2,2,2,2,2,2,2,,1,,32,6,3,3,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,NA,FEMALE,1,1,6,2,0,1,,2,,1,,1,,NA,1,6,2,0,8,10,20,5,1,47,2,2,68784,,0.747301804
7,860051,1,1,1,5,5,5,5,5,5,1,,1,,70,NA,3,NA,4,1,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,ARE YOU KIDDING!,1,2,2,NA,NA,2,,5,,2,,1,LUTHERAN - CHRISTIAN,2,1,NA,NA,NA,NA,100,48,5,1,48,2,2,NA,,0.408487033
8,830330,1,1,3,1,NA,NA,1,1,1,3,,4,HUNTING PARK APT.,65,1,2,5,4,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,NA,2,,3,,4,,5,,2,2,NA,NA,NA,NA,NA,NA,5,1,34,4,2,68504,,0.308964431
9,850276,4,3,3,4,2,2,4,1,4,1,,1,,10,NA,3,4,7,1,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,3,NA,4,A MOTHER,6,I DONT CARE ENOUGH TO IDENTIFY (ABOUT POLITICS) WITH ANY.,4,,5,,8,4,0,0,0,0,0,0,7,1,85,3,1,68410,,1.298949218
10,830388,1,1,1,4,3,3,3,3,3,2,,1,,40,9,4,4,1,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,4,70,2,,4,,2,,2,,1,1,1,1,0,15,0,NA,1,1,60,2,2,68520,,1.409771525
11,850334,1,1,1,5,4,4,NA,5,5,2,,1,,47,6,5,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,4,2,40,2,,4,,2,,1,,3,1,0,NA,0,0,0,10,1,1,54,2,2,68506,,0.933302995
12,830364,1,NA,2,5,5,5,5,5,5,1,,1,,48,6,5,1,1,1,3,2,0,NA,NA,NA,NA,1,NA,1,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,NA,NA,1,,2,,1,,1,,2,1,0,10,NA,6,12,52,5,1,44,2,2,68510,,0.617928862
13,820367,1,2,2,5,3,4,5,5,5,2,,1,,15,8,5,4,2,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,1,NA,3,,2,,1,,1,,4,1,0,0,1,0,0,20,1,1,77,2,2,68516,,0.649474609
14,820300,1,1,2,5,5,5,5,5,5,1,,1,,26,2,4,2,3,1,2,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,1,15,2,,5,,2,,1,,2,1,0,0,0,4,45,48,2,1,43,1,2,68410,,0.308964431
15,830312,2,3,3,2,2,3,3,3,5,1,,1,,7,2,1,5,1,1,3,2,3,1,NA,NA,NA,NA,NA,1,NA,NA,,2,1,1,NA,NA,NA,NA,1,HISPANIC,2,,3,1,4,3,NA,4,N/A,6,"NOT SURE, DON'T UNDERSTAND POLITICS",4,,2,,8,5,0,0,0,0,2,0,1,3,87,1,1,68466,,1.298949218
16,820322,3,3,2,4,3,3,5,4,5,2,,1,,21,4,3,3,1,1,3,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,4,2,20,3,,2,,3,,6,,3,2,0,1,0,1,2,42,2,1,78,1,2,68502,,1.948423827
17,820295,1,2,2,5,5,5,5,5,5,1,,1,,79,6,5,1,1,1,1,2,0,NA,NA,NA,NA,NA,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,1,48,2,,5,,2,,1,,1,1,0,1,0,0,0,48,7,1,39,2,2,68407,,0.816974066
18,820324,1,1,3,5,4,5,5,5,5,1,,1,,80,4,5,3,1,1,3,2,0,NA,NA,NA,NA,1,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,NA,2,,3,,1,,1,,2,2,12,0,0,25,25,60,5,1,38,2,2,68502,,0.617928862
19,850324,3,NA,NA,5,5,5,5,4,5,3,,4,,44,3,5,3,2,1,3,1,0,NA,NA,NA,NA,1,NA,1,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,NA,NA,3,,6,INEPENDENT-PER ISSUE,2,,2,,1,2,5,0,0,0,NA,NA,5,1,36,2,2,68504,,0.308964431
20,830352,3,3,2,5,5,5,5,5,5,1,,3,,15,8,5,1,1,1,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,1,0,1,,2,,1,,1,,2,3,0,0,0,0,0,48,5,1,46,1,2,68506,,0.225648128
21,810267,1,1,1,4,3,3,4,4,4,1,,1,,54,8,5,2,6,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,2,40,2,,4,,2,,1,,4,3,24,24,3,30,48,12,1,1,64,1,2,68310,,0.933302995
22,830267,4,1,1,4,2,2,4,2,3,2,,1,,42,4,5,1,2,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,2,1,3,2,40,2,,5,,2,,1,,5,1,0,0,0,0,0,20,1,1,75,3,2,68310,,2.609935871
23,810264,1,1,1,5,4,4,5,5,5,1,,1,,67,5,5,4,1,1,2,2,0,NA,NA,NA,NA,NA,NA,1,1,NA,,1,2,1,NA,NA,1,NA,NA,,1,,1,2,4,3,20,2,,5,ALMOST TEA PARTY CONSERVATIVE,2,,1,,7,2,0,0,0,0,0,1,7,4,51,3,2,68305,,0.451296257
24,850292,2,2,3,3,5,5,5,5,5,2,,1,,42,7,1,4,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,NA,3,5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,1,76,2,1,68446,,2.609935871
25,830315,2,3,2,5,5,4,4,5,5,3,,4,,13,6,5,1,3,2,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,45,3,,2,,1,,6,SPIRITUAL,4,1,0,0,3,0,100,2,1,1,63,1,2,68502,,0.466651498
26,830344,2,3,2,5,5,5,5,5,5,1,,1,,45,4,5,3,3,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,5,NA,NA,2,,4,,2,,2,,2,3,0,0,0,0,0,65,5,1,50,3,2,68506,,0.225648128
27,820340,2,1,1,5,5,5,5,5,5,2,,1,,64,9,4,3,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,1,38,2,,NA,,2,,1,,5,4,0,0,0,1,0,5,1,1,47,1,2,68506,,0.451296257
28,810290,2,3,2,5,5,5,5,5,5,1,,1,,42,7,5,2,1,1,2,1,0,NA,NA,NA,NA,1,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,3,20,1,,2,,1,,1,,8,6,0,0,0,0,0,0,5,1,48,2,2,68430,,0.308964431
29,820318,4,3,2,4,5,4,5,4,5,3,,4,,6,4,4,4,3,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,NA,NA,1,,2,,1,,1,,8,5,0,0,0,0,0,0,5,1,52,3,2,68502,,0.308964431
30,830375,1,1,1,5,5,5,5,5,5,1,,1,,42,9,5,1,1,1,3,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,1,20,2,,5,,2,,2,,2,1,5,1,1,10,5,NA,2,1,49,2,2,68512,,0.451296257
31,810334,1,1,3,5,5,5,5,5,5,1,,1,,50,7,5,1,1,1,3,0,0,NA,NA,NA,NA,1,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,6,NA,0,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,68506,,0.649474609
32,860362,1,2,2,5,3,5,5,4,5,2,,1,,0,7,5,2,4,2,3,1,0,NA,NA,NA,NA,1,NA,1,NA,1,VOLUNTEER,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,1,25,1,,1,,1,,6,UNITARIAN,2,1,25,5,6,6,25,45,5,1,45,2,2,68510,,0.308964431
33,850029,3,2,1,4,5,4,5,5,5,2,,1,,55,5,4,4,2,2,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,2,1,4,3,NA,2,,4,,4,,6,SPIRITUAL,8,3,0,0,0,0,0,0,1,1,63,2,2,68025,,0.361095232
34,820375,2,3,3,4,5,5,5,4,5,1,,1,,50,4,5,2,4,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,NA,0,1,,3,,1,,1,,2,2,1,0,0,0,1,30,5,1,50,3,2,68516,,0.308964431
35,810023,1,1,3,5,3,4,5,3,5,2,,1,,30,6,4,3,2,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,55,3,,4,,NA,,1,,1,1,12,0,0,50,26,100,1,1,81,2,2,68022,,0.716361837
36,820141,1,1,3,5,4,5,5,4,5,1,,1,,12,6,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,2,0,3,,4,,1,,1,,4,2,0,0,0,2,20,40,5,1,49,2,2,68116,,0.439716767
37,810177,2,2,2,5,5,5,5,5,5,2,,1,,64,8,5,1,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,1,60,1,,4,,3,NEITHER-BOTH FLAWED,1,,2,1,2,0,10,2,2,50,1,1,54,1,2,68130,,1.030941384
38,840373,1,2,2,4,4,4,5,5,5,1,,1,,28,8,5,2,4,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,42,1,,2,,1,,2,,2,3,1,1,1,1,1,60,1,1,53,2,2,68517,,0.308964431
39,830461,1,1,2,3,3,4,4,4,5,1,,1,,73,7,5,3,1,1,3,2,0,NA,NA,NA,NA,1,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,NA,1,,3,,1,,1,,6,4,4,6,0,0,10,2,5,1,NA,2,2,68733,,0.772939345
40,840324,1,3,3,3,4,3,3,4,5,3,,4,,57,4,5,3,3,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,1,40,3,,4,,2,,6,CHRISTIAN,6,4,0,0,0,0,0,0,1,1,61,2,2,68504,,0.466651498
41,820441,2,1,3,5,4,4,5,3,5,1,,1,,64,6,4,3,1,1,1,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,4,3,50,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,68769,,1.449737268
42,850393,1,1,1,5,3,5,5,1,5,1,,1,,32,8,3,3,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,3,1,80,2,,4,,2,,1,,4,3,48,48,0,12,48,12,1,1,86,2,2,68660,,2.899474537
43,810453,1,2,2,NA,NA,NA,NA,NA,NA,1,,1,,66,2,1,5,2,1,1,3,0,NA,NA,NA,NA,1,NA,NA,NA,1,HELP PLANTING AND HARVESTING,1,2,1,NA,NA,NA,NA,1,I WOULD LIKE TWO BE BLACK BECAUSE THEY HAVE BIG COCKS,1,,1,2,2,1,78,2,,3,,2,,2,,2,1,NA,NA,NA,NA,NA,NA,5,4,52,2,2,68726,,1.120952706
44,810448,1,1,2,3,4,4,4,3,4,1,,1,,50,2,2,4,4,1,3,1,0,NA,1,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,4,NA,25,2,,2,,2,,1,,3,3,0,0,0,12,5,24,2,1,42,3,2,68701,,0.373650902
45,860312,1,2,2,5,4,4,5,5,5,2,,1,,13,7,5,3,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,3,45,1,,2,,1,,5,,6,1,0,0,2,2,2,0,1,1,87,1,2,68502,,2.609935871
46,830365,1,2,2,5,4,5,5,5,5,1,,1,,57,7,5,1,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,2,1,40,2,,4,,2,,6,CHRISTIAN,2,1,7,0,0,20,17,48,1,1,60,2,2,68510,,0.939847684
47,840274,2,2,1,5,5,5,5,4,5,1,,1,,3,3,3,3,1,1,3,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,3,3,58,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,68305,,0.939847684
48,810135,2,1,1,5,5,5,5,5,5,2,,1,,61,7,4,3,1,1,3,2,0,NA,NA,NA,NA,1,NA,1,NA,1,BABYSITTING GRANDKIDS,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,NA,0,2,,3,,2,,2,,2,1,0,0,0,0,10,70,5,1,56,2,2,68118,,0.722190465
49,840369,1,1,2,2,1,1,2,1,2,2,,3,,24,4,4,4,3,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,5,4,65,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,0.225648128
50,820137,2,1,1,3,3,4,3,3,3,2,,1,,12,9,3,3,1,1,3,4,2,1,NA,NA,NA,NA,NA,1,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,4,4,40,3,,4,,2,,2,,2,1,2,0,0,8,20,22,1,1,70,2,2,68116,,2.149085511
51,830407,2,1,1,5,5,5,5,5,5,2,,1,,26,9,5,2,1,2,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,1,NA,2,,5,,2,,2,,2,1,1,1,0,5,3,60,1,1,69,2,2,68526,,3.914903807
52,810259,2,2,2,5,5,5,5,5,5,1,,1,,60,4,4,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,3,NA,NA,1,,3,,1,,2,,3,2,0,0,1,0,0,40,5,1,38,2,2,68164,,0.439716767
53,830126,1,1,1,5,4,5,5,5,5,1,,1,,17,9,5,1,1,1,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,SUB. TEACHER,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,1,8,2,,5,,2,,1,,2,1,NA,NA,NA,10,NA,NA,7,1,76,1,2,68116,,1.432723674
54,820051,1,1,3,4,4,4,5,5,5,2,,1,,10,9,5,2,1,1,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,1,60,3,,3,,2,,2,,5,2,0,NA,2,0,2,0,1,1,65,2,1,68046,,1.083285697
55,830141,4,2,2,5,2,2,4,3,4,2,,1,,42,8,5,4,1,1,3,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,1,15,3,,2,,1,,1,,8,3,6,6,0,9,25,0,2,1,76,2,2,68118,,1.432723674
56,810041,4,2,2,3,5,5,5,4,5,1,,1,,60,6,5,3,1,1,3,2,0,NA,NA,NA,1,NA,NA,NA,NA,1,NOT WORKING WAITING TO RETIRE.,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,2,3,0,3,,3,,1,,5,,8,6,0,0,0,0,0,0,4,1,NA,3,2,68025,,1.030941384
57,810048,4,3,1,5,4,5,5,5,5,1,,1,,59,4,4,2,1,1,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,50+ A WEEK,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,1,50,2,,4,,2,,2,,2,2,2,0,0,1,5,52,1,1,51,2,2,68031,,0.816974066
58,820198,2,1,1,5,5,5,5,5,5,2,,1,,22,9,5,1,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,40,2,,4,,2,,1,,5,2,3,0,0,1,3,3,1,1,67,1,2,68133,,0.722190465
59,810369,1,1,3,5,5,4,5,4,5,1,,1,,55,9,5,1,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,1,35,1,,3,,1,,2,,2,4,6,0,2,75,2,50,1,1,48,1,2,68512,,0.451296257
60,820049,3,3,2,4,4,5,4,5,5,2,,1,,0,8,5,2,2,2,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,5,60,1,,2,,1,,5,ATHEIST,8,6,0,0,0,0,0,0,1,1,77,1,2,68046,,1.637137052
61,830029,1,1,1,4,4,4,5,2,5,2,,1,,6,9,5,2,7,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,2,50,2,,4,,2,,1,,4,2,0,2,0,2,0,6,1,1,67,2,2,68028,,0.722190465
62,820061,2,1,2,5,5,5,5,3,4,1,,1,,12,9,5,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,3,44,1,,3,,1,,2,,2,3,5,2,20,2,10,52,1,1,53,2,2,68059,,0.439716767
63,830048,2,1,2,5,5,5,4,5,5,1,,1,,34,3,4,4,4,1,2,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,4,NA,0,2,,3,,1,,1,,2,2,0,0,0,1,45,36,5,1,NA,2,2,68048,,0.716361837
64,820210,3,2,2,5,4,5,5,5,5,1,,1,,43,8,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,NA,NA,1,,3,,1,,1,,7,2,4,0,1,4,0,0,5,1,47,1,2,68135,,0.439716767
65,810297,1,3,2,5,5,5,5,5,5,2,,1,,40,5,4,4,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,6,NA,NA,1,,2,,1,,2,,6,1,24,2,0,12,12,10,5,1,56,2,2,68463,,0.722190465
66,850139,4,3,3,4,4,4,5,4,5,1,,1,,70,5,3,4,1,1,3,2,0,NA,1,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,2,20,3,,4,,NA,NO ONE'S BUSINESS SECRET BALLOT,1,,7,4,10,0,0,0,0,0,2,1,47,1,2,68127,,0.439716767
67,850184,1,3,2,3,3,4,3,4,3,2,,1,,17,8,3,4,1,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,1,56,3,,3,,1,,2,,2,1,NA,NA,NA,40,NA,50,1,1,62,1,2,68136,,0.722190465
68,820253,1,1,3,5,5,5,5,5,5,1,,1,,45,9,5,5,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,NA,NA,2,,4,,2,,2,,4,2,6,0,0,0,6,15,5,1,49,1,2,68154,,0.816974066
69,830331,1,1,2,5,5,5,5,4,5,1,,3,,69,7,4,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,NA,0,3,,2,,1,,1,,5,4,0,0,0,12,0,4,5,1,47,2,2,68504,,0.451296257
70,810080,1,2,2,4,5,5,4,4,4,3,,4,,28,5,5,1,2,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,1,40,3,,2,,1,,5,,6,4,0,0,0,0,0,0,1,1,61,2,2,68105,,0.722190465
71,810470,1,3,2,5,4,5,5,4,5,1,,5,WAUSA HOME,38,2,2,3,1,1,1,1,0,NA,NA,NA,NA,1,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,2,NA,NA,2,,5,,2,,1,,2,1,0,1,0,0,0,50,5,1,55,2,2,68781,,0.386469672
72,810071,2,3,2,5,5,4,5,4,5,2,,1,,62,6,4,3,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,2,1,40,1,,3,,1,,1,,5,1,0,0,0,0,0,0,1,1,55,2,2,68104,,0.722190465
73,850356,1,1,1,5,5,5,5,5,5,1,,1,,88,5,5,3,1,1,2,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,0,2,,5,,2,,5,,7,5,NA,NA,NA,NA,NA,NA,5,1,30,2,2,68516,,0.308964431
74,820148,1,2,2,5,5,5,5,5,5,3,,4,,44,4,5,3,3,1,3,1,0,NA,1,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,1,18,3,,3,,1,,1,,2,2,0,0,0,30,10,60,2,1,51,2,2,68122,,0.408487033
75,810376,2,3,2,5,3,3,5,3,5,2,,1,,30,5,4,3,1,2,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,3,35,4,LOGICALIST,2,,1,,6,UNITARIAN,5,3,1,1,1,0,2,4,1,1,84,2,2,68516,,2.609935871
76,830389,1,1,2,4,4,4,5,5,5,1,,3,,60,6,5,2,1,2,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,NA,0,3,,3,,3,BERNIE SANDERS,1,CHRISTIAN,8,3,1,0,0,1,5,0,5,1,57,2,2,68521,,0.933302995
77,830265,1,1,2,5,5,5,5,5,5,1,,1,,65,3,5,4,1,1,3,3,0,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,1,15,2,,5,,NA,,1,,6,4,0,1,0,0,0,1,2,1,43,1,2,68310,,0.676944385
78,850347,2,2,2,5,3,3,4,4,5,2,,4,,18,2,3,4,3,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,35,1,,1,,1,,5,ATHEIST,8,6,1,NA,14,12,2,0,1,3,54,2,2,68510,,0.933302995
79,820351,3,2,2,4,3,2,4,3,4,2,,1,,10,6,2,4,1,1,3,3,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,3,3,20,2,,4,,2,,1,,6,2,1,0,0,4,1,1,5,1,50,2,1,68507,,0.676944385
80,810451,1,1,1,5,5,5,5,5,5,2,,1,,25,6,5,2,1,1,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,1,20,2,,4,,2,,1,,2,2,0,0,0,0,0,12,2,1,67,2,2,68701,,0.772939345
81,810386,1,1,1,5,5,5,5,5,5,1,,1,,40,4,4,NA,1,1,2,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,NA,3,,3,,2,,1,,3,2,12,0,0,0,12,30,5,1,47,2,2,68523,,0.617928862
