,ID,NElive,NEdir,USdir,sad_18,nerve_18,rest_18,hope_18,effort_18,worth_18,ohom,ohom_ot,home,home_ot,live10m,income_18,fs5,fina,Marr10m,resi,rurb,adults,kids_18,empl1_13,empl2_13,empl3_13,empl4_13,empl5_13,empl6_13,empl7_13,empl8_13,empl9_13,empl_ot_13,born1,hisp1,race_1,race_2,race_3,race_4,race_5,race_6,race_ot,sexr_18,sexr_18_ot,sexorien,lgbfriend,degr,jsat,whrs,part,part_ot,poli,poli_ot,vote16,vote16_ot,relgaffil,relgaffil_ot,ratt,relginflu,IMG7_A,IMG7_B,IMG7_C,IMG7_D,IMG7_E,IMG7_F,EMPL,racecat,agyr,scwell,smoke,rzipcod,Comments7,Pwate
278,850113,2,2,2,5,4,4,5,3,5,2,,3,,22,3,5,4,2,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,3,40,1,,2,,1,,3,,5,4,1,0,1,1,1,2,1,1,60,1,2,68114,,0.515470692
279,810596,2,3,2,5,5,5,5,5,5,2,,1,,27,4,4,3,1,1,3,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,1,1,NA,NA,NA,NA,NA,,2,,1,2,3,2,25,3,,3,,1,,6,CHRISTIAN,7,1,0,0,0,0,0,0,2,3,71,2,2,69361,,2.347256601
280,840403,1,1,3,5,4,4,5,4,5,1,,1,,74,NA,NA,NA,4,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,1,NA,NA,,2,,1,2,2,NA,NA,1,,3,,2,,2,,2,2,6,1,0,0,6,48,5,4,44,2,2,68626,,0.308964431
281,840140,3,2,1,5,3,4,5,5,5,2,,1,,3,6,5,1,2,2,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,5,2,45,1,,3,,3,BERNIE SANDERS,1,,4,2,0,0,0,0,0,6,1,1,92,1,2,68116,,1.637137052
282,820446,4,3,3,5,5,5,5,5,5,2,,1,,66,3,5,4,2,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,NA,1,NA,NA,NA,NA,NA,,1,,1,2,1,2,40,1,,3,,2,,2,,4,2,0,0,0,0,0,0,1,1,52,2,2,68776,,0.373650902
283,810231,1,1,1,5,5,4,5,5,5,1,,1,,49,7,4,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,NA,NA,2,,4,,2,,1,,3,3,0,0,0,0,1,40,5,1,46,2,2,68144,,0.439716767
284,840312,1,3,1,4,4,5,5,5,5,1,,1,,NA,8,5,2,1,1,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,3,1,50,1,,4,,2,,1,,5,3,0,0,0,10,5,0,1,1,66,1,2,NA,,0.469923842
285,860302,1,1,1,5,5,5,5,5,5,1,,1,,55,9,5,1,4,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,5,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,68467,,0.649474609
286,820016,2,1,1,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,2,60,3,,5,,2,,1,,6,2,3,2,0,2,2,1,1,1,58,1,2,68008,,0.361095232
287,830513,1,1,2,4,4,5,4,3,5,2,,1,,8,8,4,2,1,1,3,2,2,NA,NA,NA,1,NA,NA,1,NA,NA,STAY @ HOME MOM - LOOKING FOR OUTSIDE EMPLOYMENT,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,NA,NA,2,,4,,2,,6,CHRISTIAN,2,1,4,0,0,5,6,50,4,1,84,1,2,68847,,1.564837734
288,810528,1,1,3,4,5,5,5,4,5,1,,2,,82,2,4,3,4,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,2,NA,0,1,,NA,GET RID OF TRUMP,3,NO THE I DISLIKED ALL,1,,4,2,0,0,0,0,0,4,5,1,36,2,1,68901,,0.308496048
289,850164,1,1,3,5,5,5,5,5,5,1,,1,,9,8,4,2,1,1,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,NA,NA,1,,3,,4,,2,,6,3,0,0,0,0,0,0,7,1,88,1,2,68134,,0.716361837
290,810520,1,1,2,4,3,3,4,4,5,2,,1,,8,7,4,3,1,1,3,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,3,50,2,,5,,2,,1,METHODIST,3,3,1,1,0,0,0,40,1,1,87,1,2,68878,,1.564837734
291,810390,2,3,2,5,5,5,5,4,5,1,,1,,40,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,4,NA,20,4,DEMOCRAT/INDEPENDENT,2,,1,,1,,5,2,5,3,2,2,4,5,5,1,53,3,2,68516,,0.225648128
292,810165,1,1,3,3,3,3,3,3,3,1,,1,,40,9,4,3,1,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,40,2,,2,,1,,2,,3,1,2,2,0,5,2,3,1,1,77,2,2,NA,,1.432723674
293,810566,2,1,3,5,5,4,5,5,5,1,,1,,75,NA,4,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,4,NA,NA,3,,4,,2,,2,,2,3,0,2,0,0,5,50,5,1,37,2,2,69153,,0.747301804
294,820541,1,1,3,5,5,5,5,5,5,1,,1,,35,8,5,4,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,2,2,50,2,,4,,2,,1,,5,4,0,1,1,0,0,NA,1,1,56,3,2,69021,,1.116824012
295,810563,1,1,1,4,3,3,3,4,4,3,,4,,1,2,1,4,4,2,3,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,NA,2,,3,,2,,1,LUTHERAN,2,2,0,0,0,0,0,3,5,1,46,3,2,69138,,0.308496048
296,810577,2,3,3,5,5,5,5,5,4,1,,1,,66,7,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,5,3,10,3,,3,,1,,2,,6,3,0,0,0,0,3,0,5,1,52,3,2,69301,,0.747301804
297,830575,2,1,1,4,3,4,5,4,5,1,,1,,35,6,5,2,1,1,1,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,3,1,50,2,,5,,2,,1,,3,2,0,1,0,0,0,20,1,1,51,2,2,69166,,0.747301804
298,810582,1,1,3,4,4,4,5,4,5,1,,1,,25,3,5,3,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,NA,NA,2,,5,,2,,1,,5,3,50,0,0,9,50,0,5,1,47,2,2,69337,,0.616992096
299,860194,2,2,2,5,4,4,5,3,5,2,,1,,41,8,3,3,2,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,1,70,1,,1,,1,,5,,8,6,4,3,1,3,3,0,1,1,70,1,2,68132,,0.716361837
300,840133,1,1,3,3,3,3,4,3,4,3,,4,,30,6,5,5,1,2,3,2,0,NA,NA,NA,1,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,5,NA,NA,2,,3,,1,,2,,8,3,0,0,0,0,0,0,4,1,60,2,2,68114,,1.030941384
301,860266,1,3,3,1,NA,NA,NA,NA,NA,3,,4,,90,3,4,3,4,2,NA,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,2,NA,0,1,,4,,3,HILLARY CLINTON,2,,8,3,NA,NA,NA,NA,NA,NA,5,1,26,3,2,68310,,0.308964431
302,810049,1,1,1,5,5,5,5,5,5,1,,NA,ATTACHED TO INTERNAL 4 DIFFERENT TIMES,90,2,5,2,1,2,1,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,2,NA,0,2,,4,,2,DIDN'T HAVE GROUP CHOICE,1,,2,1,NA,NA,NA,NA,8,12,5,1,26,3,2,68040,,0.451296257
303,810235,2,1,1,5,5,5,5,4,5,1,,1,,73,NA,3,2,3,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,NA,NA,2,,5,,2,,1,,5,3,0,0,0,0,0,5,5,1,45,2,2,68199,,0.219858383
304,820062,1,3,NA,5,4,3,5,5,5,2,,1,,29,8,5,2,1,2,3,2,3,NA,1,1,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,28,3,,3,,1,,5,,8,2,0,0,0,0,0,5,2,1,89,1,2,68059,,1.432723674
305,860373,1,1,3,5,4,4,3,5,4,3,,4,,5,6,5,2,2,1,3,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,25,3,,4,,2,,6,CHRISTIAN,5,1,2,0,1,0,3,4,2,1,87,2,2,68516,,0.649474609
306,860323,1,1,3,5,5,5,5,5,5,3,,1,,5,4,4,3,7,2,3,2,0,NA,1,NA,NA,NA,1,NA,NA,NA,,1,NA,1,NA,NA,NA,NA,NA,,2,,1,1,5,3,10,2,,4,,3,EVAN MCMULLIN,1,,2,3,3,1,0,15,5,50,2,1,94,1,2,68504,,1.298949218
307,850375,4,3,1,4,5,5,5,5,5,2,,1,,57,8,4,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,4,3,40,2,,4,,2,,1,,4,3,2,0,0,0,1,23,1,1,61,1,1,68522,,0.933302995
308,830251,1,1,2,5,4,4,5,5,5,2,,1,,30,6,5,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,4,40,1,,3,,4,,6,CHRISTIAN,5,3,1,0,0,0,1,7,1,1,84,2,2,68154,,1.432723674
309,840496,2,1,1,5,5,3,5,3,5,2,,1,,0,6,3,2,1,2,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,3,3,0,2,,5,,2,,1,,1,1,0,0,0,0,5,60,5,1,52,2,2,68845,,0.747301804
310,820368,1,1,3,4,4,4,4,3,3,2,,1,,25,9,5,2,1,1,3,3,2,1,NA,NA,NA,NA,NA,1,NA,NA,,2,2,1,NA,NA,NA,1,NA,,2,,1,2,5,2,45,2,,5,,2,,2,,5,1,1,0,0,4,2,4,1,4,64,2,2,68516,,1.399954493
311,820090,5,2,2,5,5,5,5,5,5,3,,4,,6,6,1,5,2,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,NA,NA,NA,NA,NA,1,AFRICAN,1,,1,1,5,5,48,3,,6,INDEPENDENT,3,"SANDERS, B",4,,7,1,12,4,3,10,60,1,1,4,65,1,1,NA,,0.515470692
312,860523,4,2,1,5,4,5,5,5,5,1,,1,,58,3,5,3,7,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,NA,NA,NA,NA,NA,NA,,1,,1,1,5,1,60,3,,3,,2,,2,,3,2,3,0,0,2,12,30,1,NA,59,1,2,68866,,1.116824012
313,810340,1,1,2,5,5,5,5,5,4,3,,1,,5,7,4,4,1,2,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,45,3,,2,,1,,1,,2,1,6,0,0,0,0,12,1,1,71,2,2,68506,,1.298949218
314,820246,1,1,1,5,5,5,5,5,5,1,,1,,44,9,5,1,1,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,2,60,2,,4,,2,,1,,5,3,2,3,0,1,2,5,1,1,73,2,2,68154,,3.274274105
315,860247,1,1,3,5,5,5,5,5,5,2,,1,,12,9,5,1,1,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,1,45,1,,2,,1,,1,,6,4,0,0,0,0,0,0,1,1,77,1,2,68154,,3.274274105
316,820260,2,3,1,4,3,3,5,5,5,2,,1,,25,6,5,3,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,5,2,40,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,68134,,0.439716767
317,810462,1,1,3,5,4,4,5,4,5,1,,1,,45,1,2,4,1,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,2,NA,NA,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,68758,,0.308496048
318,860332,2,1,2,5,3,3,5,4,5,3,,4,,4,4,5,2,7,2,3,2,0,NA,1,NA,NA,NA,1,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,25,3,,1,,1,,5,,7,6,1,0,1,50,20,0,2,1,95,1,2,68505,,1.298949218
319,860092,1,1,2,5,5,4,5,5,5,1,,1,,63,4,4,2,4,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,4,4,40,1,,3,,1,,1,,2,2,4,0,0,1,4,NA,1,1,55,1,2,68104,,0.361095232
320,810519,2,1,1,5,3,3,5,2,4,2,,1,,5,5,4,1,6,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,1,NA,NA,NA,NA,NA,,2,,1,2,4,1,45,3,,4,,2,,1,CHRISTIAN (BAPTIST),2,1,0,0,0,20,6,55,1,1,89,2,2,68876,,1.564837734
321,860184,2,1,1,5,5,4,5,5,5,1,,1,,21,9,5,1,2,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,2,2,5,NA,NA,2,,5,,2,,1,,8,3,0,0,0,0,0,0,5,1,61,1,1,68130,,0.515470692
322,850259,2,1,1,5,3,3,4,3,5,1,,1,,43,7,5,2,1,1,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,1,40,1,,4,,2,,2,,2,2,0,0,0,0,1,50,1,1,54,2,2,68339,,0.933302995
323,830380,1,3,2,5,5,5,5,5,5,NA,,3,,50,2,4,3,3,1,3,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,NA,NA,1,,2,,1,,1,,5,2,0,0,0,0,0,0,5,1,44,2,2,68516,,0.308964431
324,850126,1,1,3,5,4,5,5,5,5,3,,1,,6,8,4,3,1,1,3,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,3,1,30,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,68123,,2.149085511
325,860334,3,2,2,5,3,4,5,5,5,2,,1,,30,8,5,2,1,1,3,2,0,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,3,20,1,,2,,1,,5,,8,6,1,0,3,0,2,0,2,1,59,1,2,68505,,0.933302995
326,840381,1,1,2,4,3,3,5,1,5,2,,1,,48,8,3,3,1,1,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,2,36,3,,3,,3,,2,,2,1,54,0,8,8,25,60,1,1,69,1,2,68521,,2.609935871
327,840177,2,1,2,5,5,5,5,5,5,3,,4,,13,6,5,2,3,1,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,2,60,1,,3,,1,,2,,NA,NA,3,2,0,12,6,48,1,1,55,2,2,68127,,0.361095232
328,860356,2,3,2,5,4,4,5,4,5,2,,1,,5,5,4,2,2,2,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,4,2,40,1,,2,,1,,5,,8,6,0,0,0,0,0,0,1,1,84,2,2,68510,,1.304967936
329,840317,2,3,2,5,4,5,5,5,5,3,,4,,39,1,5,3,3,2,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,1,NA,NA,NA,1,NA,1,HISPANIC & NATIVE AM. HERITAGE,2,,1,2,3,NA,NA,1,,3,,4,,1,PENTECOSTAL,2,1,3,0,0,3,7,12,5,3,NA,2,2,NA,,0.649474609
330,830296,2,1,2,5,5,5,5,5,5,1,,4,,78,4,4,2,1,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,2,3,0,1,,3,,1,,2,,3,2,0,0,0,0,0,24,5,1,33,2,1,68434,,0.451296257
331,830145,2,2,2,5,4,3,5,5,5,2,,1,,12,8,5,2,1,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,40,1,,1,,1,,5,,8,3,12,4,2,2,4,0,1,1,83,2,2,68122,,1.432723674
332,860407,2,3,2,3,3,3,3,3,3,2,,1,,26,6,4,3,1,2,3,3,0,NA,NA,NA,NA,1,NA,NA,1,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,4,3,0,1,,3,,1,,2,,8,5,0,0,0,0,0,0,5,1,63,3,2,68528,,1.409771525
333,820306,2,2,2,3,3,3,4,4,2,3,,4,,22,2,5,3,2,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,5,NA,NA,1,,3,,1,,5,,6,4,0,0,0,2,0,2,8,1,73,2,2,68434,,1.304967936
334,820153,2,3,2,5,4,5,4,4,5,2,,1,,36,7,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,3,2,1,NA,NA,NA,NA,NA,,2,,1,1,3,NA,NA,2,,4,,2,,1,,6,3,0,0,0,0,0,1,5,1,57,3,2,68123,,0.722190465
335,850162,3,1,2,5,5,5,5,3,5,1,,1,,27,7,3,4,1,1,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,,3,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,NA,1,,3,,1,,2,,5,4,0,0,0,0,0,0,1,1,82,2,2,68133,,1.432723674
336,830572,3,1,1,5,3,5,5,4,5,1,,1,,35,5,2,2,7,1,1,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,5,1,125,2,,5,,2,,1,,2,1,1,4,3,2,1,40,1,1,50,1,2,69154,,1.120952706
337,860022,1,1,3,5,5,5,5,5,5,1,,1,,73,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,NA,3,NA,NA,2,,4,,NA,,1,,2,2,6,3,0,42,6,40,5,1,45,1,2,68019,,0.308496048
338,840398,1,1,2,5,4,4,5,4,5,2,,1,,49,8,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,NA,NA,2,,3,,1,,1,,3,1,0,0,0,12,100,45,5,1,42,3,2,68601,,0.747301804
339,860409,2,3,2,5,5,4,5,4,5,1,,1,,30,3,3,2,1,1,3,2,0,NA,1,NA,NA,1,NA,NA,NA,NA,,2,2,NA,NA,NA,NA,NA,1,FINN/LAPP,1,,1,2,6,2,3,3,,3,,3,I VOTED A SECRET BALLOT.,1,,3,3,40,0,0,10,5,40,2,4,46,3,2,68601,,0.747301804
340,810123,1,3,2,5,4,3,5,5,5,1,,1,,12,9,5,1,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,NA,NA,3,,2,IN ANY OTHER STATE I WOULD BE MIDDLE OF THE ROAD.,1,NOT A CLINTON FAN BUT SHE BEAT THE ALTERNATIVE,1,,6,3,NA,5,0,20,NA,4,5,1,53,1,2,68114,"we are transplants who have lived in other places in the usa & overseas. we travel a ton. i love the friends we have made in omaha, which is what keeps us here. the over-the -top conservative nature of the state can be hard for me to accept (including among my friends). sometimes nebraskans think they /their lifestyle is the best even if they have never expereced anything else. it can be a pretty narrow viewpoint.",0.816974066
341,860122,2,3,1,3,3,3,3,2,2,2,,1,,20,NA,NA,NA,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,1,NA,NA,,1,,1,2,3,3,0,2,WAS DEMOCRAT 50 YEARS TILL THEY WENT NUTS!!,5,,2,,6,,8,5,0,0,0,0,0,0,5,4,41,4,2,68108,,0.219858383
342,850373,2,3,2,5,4,5,5,5,4,2,,1,,20,8,5,2,1,2,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,45,1,,2,,1,,1,,3,2,1,0,0,2,2,15,1,1,72,1,2,68521,,1.298949218
343,840478,1,3,1,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,4,1,21,2,,2,,2,,1,,3,1,11,20,2,10,15,72,2,1,30,2,2,68815,,0.373650902
344,850451,1,1,1,4,4,4,5,4,5,3,,4,,51,7,4,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,1,40,2,,4,,3,JEB BUSH,2,,3,3,24,12,0,12,12,24,1,1,67,3,2,68803,,1.116824012
345,820186,1,1,3,4,4,4,5,4,5,1,,1,,37,9,5,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,2,55,2,,4,,2,,1,,3,2,NA,NA,NA,NA,NA,30,1,1,59,2,2,68130,,1.030941384
346,860376,2,1,3,5,4,4,5,5,5,2,,1,,20,6,3,4,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,1,5,3,42,3,,4,,2,,1,METHODIST,4,2,0,0,0,0,0,0,1,1,58,2,2,68516,,0.939847684
347,850520,2,1,2,5,5,5,5,5,5,3,,4,,NA,NA,5,2,1,2,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,4,NA,NA,2,,4,,2,,1,,2,1,NA,NA,NA,NA,NA,45,5,1,33,2,2,68979,,0.747301804
348,820578,4,2,2,4,4,4,4,4,4,1,,1,,40,6,4,3,1,1,3,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,2,20,3,,2,,1,,1,,4,3,12,6,0,24,12,12,2,1,48,3,2,69169,,0.308496048
349,840540,2,1,1,5,4,4,5,4,5,1,,1,,47,7,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,3,3,0,2,,4,,2,,1,,2,2,0,0,0,12,10,50,5,1,47,2,2,69001,,0.616992096
350,820582,5,3,3,1,3,2,3,3,5,2,,1,,8,6,4,3,1,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,JUST FINISHED SCHOOL/ COLLEGE,2,2,NA,NA,NA,NA,NA,1,,2,,1,1,4,NA,NA,3,,3,,4,,5,,5,3,0,0,0,0,0,0,9,4,82,2,2,69301,,1.564837734
351,830379,2,2,2,5,4,5,5,5,5,1,,1,,54,7,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,3,NA,NA,1,,1,,1,,1,,5,4,1,0,1,0,2,0,5,1,50,2,2,68516,,0.451296257
352,850285,1,1,3,5,4,4,5,5,5,1,,1,,61,7,5,2,1,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,,2,2,1,NA,NA,NA,NA,NA,,1,,1,2,2,3,0,1,,3,,2,,1,,2,2,12,2,0,24,6,48,5,1,39,2,2,68434,,0.451296257
353,850298,1,1,3,5,5,5,5,5,5,1,,1,,10,NA,5,1,1,1,3,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,2,5,1,24,2,,4,,2,,1,LUTHERAN,2,2,1,0,0,5,5,48,2,1,85,2,2,68456,,1.298949218
354,820283,1,1,2,5,5,5,5,5,5,1,,1,,11,9,4,4,1,1,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,2,,1,1,6,2,60,2,,5,,2,,2,,2,2,12,12,1,12,50,52,1,1,77,1,2,68355,,1.298949218
355,860031,1,1,1,5,5,5,5,5,5,2,,1,,25,9,5,1,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,6,1,55,2,,4,,2,,1,,2,1,26,2,0,4,10,50,1,1,52,1,2,68022,,0.439716767
356,810362,1,1,3,5,4,4,5,4,5,1,,1,,43,9,5,2,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,1,6,2,40,2,,3,,2,,1,,2,2,2,1,0,48,40,55,1,1,48,1,2,68510,,0.451296257
357,860176,4,3,2,5,5,5,5,5,5,1,,1,,34,7,5,2,7,1,3,2,0,NA,NA,NA,NA,1,NA,NA,NA,NA,RETIRED,2,2,1,NA,NA,NA,NA,NA,,2,,1,1,5,NA,NA,1,,1,,1,,1,,8,1,0,0,3,0,25,5,5,1,50,2,2,68127,,0.816974066
358,840415,1,1,1,5,5,5,5,5,5,1,,1,,66,4,4,3,1,1,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,,1,2,1,NA,NA,NA,NA,NA,,1,,1,2,2,1,80,2,,2,,2,,2,,2,3,6,0,0,12,12,52,1,1,50,2,2,NA,,0.747301804
